Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,genotype,batch,rip antibody,rip antibody manufacturer,GEO Accession
SRR10530162,23157510,6947253000,150,2722,SRX7214158,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716961,SAMN13385758,simple,9606,Homo sapiens,GSM4192133,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.3_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),,anti c-myc 9E10,Sigma; catalog number M4439,GSM4194999
SRR10530163,22974004,6892201200,150,2690,SRX7214158,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716961,SAMN13385758,simple,9606,Homo sapiens,GSM4192133,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.3_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),,anti c-myc 9E10,Sigma; catalog number M4439,GSM4195000
SRR10530164,23355439,7006631700,150,2804,SRX7214159,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716962,SAMN13385757,simple,9606,Homo sapiens,GSM4192134,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.1_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),,anti c-myc 9E10,Sigma; catalog number M4439,GSM4195001
SRR10530165,23245680,6973704000,150,2780,SRX7214159,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716962,SAMN13385757,simple,9606,Homo sapiens,GSM4192134,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.1_RNA-seq,human embryonic kidney 293 cells,HEK293,Nsun6 knockout (Clone 1 nucleotide indel),4,,,GSM4192092
SRR10530166,21069358,6320807400,150,2532,SRX7214160,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716963,SAMN13385786,simple,9606,Homo sapiens,GSM4192135,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.2_RNA-seq,human embryonic kidney 293 cells,HEK293,Nsun6 knockout (Clone 1 nucleotide indel),4,,,GSM4192093
SRR10530167,20974397,6292319100,150,2511,SRX7214160,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716963,SAMN13385786,simple,9606,Homo sapiens,GSM4192135,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.2_RNA-seq,human embryonic kidney 293 cells,HEK293,Nsun6 knockout (Clone 1 nucleotide indel),4,,,GSM4192094
SRR10530168,27907296,8372188800,150,3340,SRX7214161,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716964,SAMN13385756,simple,9606,Homo sapiens,GSM4192136,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.3_RNA-seq,human embryonic kidney 293 cells,HEK293,Nsun6 knockout (Clone 1 nucleotide indel),4,,,GSM4192095
SRR10530169,27667164,8300149200,150,3298,SRX7214161,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716964,SAMN13385756,simple,9606,Homo sapiens,GSM4192136,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.3_RNA-seq,human embryonic kidney 293 cells,HEK293,Nsun6 knockout (Clone 2 nucleotide indel),4,,,GSM4192096
SRR10530170,27323430,8197029000,150,3265,SRX7214162,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716965,SAMN13385755,simple,9606,Homo sapiens,GSM4192137,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.1_RNA-seq,human embryonic kidney 293 cells,HEK293,Nsun6 knockout (Clone 2 nucleotide indel),4,,,GSM4192097
SRR10530171,27098724,8129617200,150,3225,SRX7214162,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716965,SAMN13385755,simple,9606,Homo sapiens,GSM4192137,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.1_RNA-seq,human embryonic kidney 293 cells,HEK293,Nsun6 knockout (Clone 2 nucleotide indel),4,,,GSM4192098
SRR10530172,24448481,7334544300,150,2933,SRX7214163,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716966,SAMN13385754,simple,9606,Homo sapiens,GSM4192138,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.2_RNA-seq,human embryonic kidney 293 cells,HEK293,Nsun6 knockout (Clone 2 nucleotide indel),4,,,GSM4192099
SRR10530173,24279530,7283859000,150,2901,SRX7214163,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716966,SAMN13385754,simple,9606,Homo sapiens,GSM4192138,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.2_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),4,,,GSM4192100
SRR10530174,25691657,7707497100,150,3119,SRX7214164,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716967,SAMN13385753,simple,9606,Homo sapiens,GSM4192139,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.3_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),4,,,GSM4192101
SRR10530175,25569057,7670717100,150,3093,SRX7214164,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716967,SAMN13385753,simple,9606,Homo sapiens,GSM4192139,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.3_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),4,,,GSM4192102
SRR10530176,28611959,7152989750,125,3320,SRX7214165,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716968,SAMN13385787,simple,9606,Homo sapiens,GSM4192140,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.1.1_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),4,,,GSM4192103
SRR10530177,25462805,6365701250,125,2943,SRX7214166,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716969,SAMN13385752,simple,9606,Homo sapiens,GSM4192141,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.1.2_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192104
SRR10530178,25508829,6377207250,125,2976,SRX7214167,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716970,SAMN13385751,simple,9606,Homo sapiens,GSM4192142,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.1.3_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192105
SRR10530179,26896126,6724031500,125,3130,SRX7214168,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716971,SAMN13385750,simple,9606,Homo sapiens,GSM4192143,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.1.4_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192106
SRR10530180,27226551,8167965300,150,3272,SRX7214169,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716972,SAMN13385749,simple,9606,Homo sapiens,GSM4192144,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.1_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192107
SRR10530181,27062889,8118866700,150,3240,SRX7214169,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716972,SAMN13385749,simple,9606,Homo sapiens,GSM4192144,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.1_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192108
SRR10530182,22561337,6768401100,150,2703,SRX7214170,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716973,SAMN13385748,simple,9606,Homo sapiens,GSM4192145,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.2_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192109
SRR10530183,22440510,6732153000,150,2678,SRX7214170,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716973,SAMN13385748,simple,9606,Homo sapiens,GSM4192145,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.2_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192110
SRR10530184,25127691,7538307300,150,3026,SRX7214171,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716974,SAMN13385747,simple,9606,Homo sapiens,GSM4192146,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.3_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192111
SRR10530185,24979737,7493921100,150,2997,SRX7214171,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716974,SAMN13385747,simple,9606,Homo sapiens,GSM4192146,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.3_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 3 nucleotide indel exon9),3,,,GSM4192112
SRR10530186,21132447,6339734100,150,2540,SRX7214172,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716975,SAMN13385746,simple,9606,Homo sapiens,GSM4192147,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.1_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 3 nucleotide indel exon9),3,,,GSM4192113
SRR10530187,20985534,6295660200,150,2514,SRX7214172,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716975,SAMN13385746,simple,9606,Homo sapiens,GSM4192147,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.1_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192114
SRR10530188,24824868,7447460400,150,2965,SRX7214173,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716976,SAMN13385745,simple,9606,Homo sapiens,GSM4192148,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.2_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192115
SRR10530189,24635743,7390722900,150,2930,SRX7214173,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716976,SAMN13385745,simple,9606,Homo sapiens,GSM4192148,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.2_RNA-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192116
SRR10530190,23070666,6921199800,150,2797,SRX7214174,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716977,SAMN13385744,simple,9606,Homo sapiens,GSM4192149,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.3_RNA-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192117
SRR10530191,22927261,6878178300,150,2770,SRX7214174,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716977,SAMN13385744,simple,9606,Homo sapiens,GSM4192149,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.3_RNA-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192118
SRR10544973,24527324,735819720,30,391,SRX7228370,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP233222,PRJNA591625,33330931,"",SRS5729095,SAMN13412142,simple,9606,Homo sapiens,GSM4194999,GEO,SRA1002630,11,2020,Selmi,human embryonic kidney 293 cells,HEK.rep1_miCLIP,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192119
SRR10544974,27711733,831351990,30,486,SRX7228371,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP233222,PRJNA591625,33330931,"",SRS5729096,SAMN13412141,simple,9606,Homo sapiens,GSM4195000,GEO,SRA1002630,11,2020,Selmi,human embryonic kidney 293 cells,HEK.rep2_miCLIP,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192120
SRR10544975,26126726,783801780,30,453,SRX7228372,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP233222,PRJNA591625,33330931,"",SRS5729097,SAMN13412140,simple,9606,Homo sapiens,GSM4195001,GEO,SRA1002630,11,2020,Selmi,human embryonic kidney 293 cells,HEK.rep3_miCLIP,human embryonic stem cells,H9,Control (Wild-type),2,,,GSM4192121
