Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,type,age,genotype,geo_loc_name,collection_date
SRR24972782,19767691,1976769100,100,756,SRX20730451,GSM7500781,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021396,SAMN35810959,simple,10090,Mus musculus,GSM7500781,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E6_5_Cmtr2_63_WT,Embryo,gene expression profiling,E6.5,WT,missing,missing
SRR24972781,19876231,1987623100,100,762,SRX20730452,GSM7500782,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021398,SAMN35810958,simple,10090,Mus musculus,GSM7500782,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E6_5_Cmtr2_64_WT,Embryo,gene expression profiling,E6.5,WT,missing,missing
SRR24972780,24666645,2466664500,100,926,SRX20730453,GSM7500783,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021397,SAMN35810957,simple,10090,Mus musculus,GSM7500783,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E6_5_Cmtr2_66_WT,Embryo,gene expression profiling,E6.5,WT,missing,missing
SRR24972779,16928094,1692809400,100,648,SRX20730454,GSM7500784,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021399,SAMN35810956,simple,10090,Mus musculus,GSM7500784,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E6_5_Cmtr2_35_KO,Embryo,gene expression profiling,E6.5,KO,missing,missing
SRR24972778,23211655,2321165500,100,882,SRX20730455,GSM7500785,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021401,SAMN35810955,simple,10090,Mus musculus,GSM7500785,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E6_5_Cmtr2_39_KO,Embryo,gene expression profiling,E6.5,KO,missing,missing
SRR24972777,24219575,2421957500,100,925,SRX20730456,GSM7500786,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021402,SAMN35810954,simple,10090,Mus musculus,GSM7500786,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E6_5_Cmtr2_42_KO,Embryo,gene expression profiling,E6.5,KO,missing,missing
SRR24972776,24715976,2471597600,100,931,SRX20730457,GSM7500787,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021403,SAMN35810953,simple,10090,Mus musculus,GSM7500787,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E6_5_Cmtr2_46_KO,Embryo,gene expression profiling,E6.5,KO,missing,missing
SRR24972775,22518568,2251856800,100,863,SRX20730458,GSM7500788,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021428,SAMN35810952,simple,10090,Mus musculus,GSM7500788,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E6_5_Cmtr2_50_KO,Embryo,gene expression profiling,E6.5,KO,missing,missing
SRR24972774,22133113,2213311300,100,851,SRX20730459,GSM7500789,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021404,SAMN35810951,simple,10090,Mus musculus,GSM7500789,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_WT1b,Embryo,gene expression profiling,E7.5,WT,missing,missing
SRR24972773,22778139,2277813900,100,874,SRX20730460,GSM7500790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021405,SAMN35810950,simple,10090,Mus musculus,GSM7500790,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_WT2b,Embryo,gene expression profiling,E7.5,WT,missing,missing
SRR24972772,18275545,1827554500,100,686,SRX20730461,GSM7500791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021406,SAMN35810949,simple,10090,Mus musculus,GSM7500791,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_WT3b,Embryo,gene expression profiling,E7.5,WT,missing,missing
SRR24972771,26808698,2680869800,100,1010,SRX20730462,GSM7500792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021409,SAMN35810948,simple,10090,Mus musculus,GSM7500792,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_WT4b,Embryo,gene expression profiling,E7.5,WT,missing,missing
SRR24972770,25452152,2545215200,100,977,SRX20730463,GSM7500793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021408,SAMN35810947,simple,10090,Mus musculus,GSM7500793,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_WT5b,Embryo,gene expression profiling,E7.5,WT,missing,missing
SRR24972769,26659207,2665920700,100,1017,SRX20730464,GSM7500794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021410,SAMN35810946,simple,10090,Mus musculus,GSM7500794,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_KO1b,Embryo,gene expression profiling,E7.5,KO,missing,missing
SRR24972768,23016870,2301687000,100,880,SRX20730465,GSM7500795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021436,SAMN35810945,simple,10090,Mus musculus,GSM7500795,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_KO2,Embryo,gene expression profiling,E7.5,KO,missing,missing
SRR24972767,32015989,3201598900,100,1232,SRX20730466,GSM7500796,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021411,SAMN35810944,simple,10090,Mus musculus,GSM7500796,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_KO3b,Embryo,gene expression profiling,E7.5,KO,missing,missing
SRR24972766,21399898,2139989800,100,804,SRX20730467,GSM7500797,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021413,SAMN35810943,simple,10090,Mus musculus,GSM7500797,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_KO4b,Embryo,gene expression profiling,E7.5,KO,missing,missing
SRR24972765,21495586,2149558600,100,828,SRX20730468,GSM7500798,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021412,SAMN35810942,simple,10090,Mus musculus,GSM7500798,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Embryo,E7_5_Cmtr2_KO6b,Embryo,gene expression profiling,E7.5,KO,missing,missing
SRR24972764,31183139,1559156950,50,562,SRX20730469,GSM7500799,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021414,SAMN35810941,simple,10090,Mus musculus,GSM7500799,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,WT_RP121,Liver,ribosome profiling,Day2-post-tamoxifen,control (footprints),missing,missing
SRR24972763,36647766,1832388300,50,650,SRX20730470,GSM7500800,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021417,SAMN35810940,simple,10090,Mus musculus,GSM7500800,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,WT_RP122,Liver,ribosome profiling,Day2-post-tamoxifen,control (footprints),missing,missing
SRR24972762,44268414,2213420700,50,782,SRX20730471,GSM7500801,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021416,SAMN35810939,simple,10090,Mus musculus,GSM7500801,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,WT_RP123,Liver,ribosome profiling,Day2-post-tamoxifen,control (footprints),missing,missing
SRR24972761,78800229,3940011450,50,1348,SRX20730472,GSM7500802,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021415,SAMN35810938,simple,10090,Mus musculus,GSM7500802,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,WT_RP124,Liver,ribosome profiling,Day2-post-tamoxifen,control (footprints),missing,missing
SRR24972760,36283250,1814162500,50,654,SRX20730473,GSM7500803,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021420,SAMN35810937,simple,10090,Mus musculus,GSM7500803,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,cKO_RP117,Liver,ribosome profiling,Day2-post-tamoxifen,cKO (footprints),missing,missing
SRR24972759,45592718,2279635900,50,809,SRX20730474,GSM7500804,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021421,SAMN35810936,simple,10090,Mus musculus,GSM7500804,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,cKO_RP118,Liver,ribosome profiling,Day2-post-tamoxifen,cKO (footprints),missing,missing
SRR24972758,48374502,2418725100,50,862,SRX20730475,GSM7500805,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021419,SAMN35810935,simple,10090,Mus musculus,GSM7500805,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,cKO_RP119,Liver,ribosome profiling,Day2-post-tamoxifen,cKO (footprints),missing,missing
SRR24972757,24978277,1248913850,50,450,SRX20730476,GSM7500806,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021442,SAMN35810934,simple,10090,Mus musculus,GSM7500806,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,cKO_RP120,Liver,ribosome profiling,Day2-post-tamoxifen,cKO (footprints),missing,missing
SRR24972756,33441118,1672055900,50,588,SRX20730477,GSM7500807,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021422,SAMN35810933,simple,10090,Mus musculus,GSM7500807,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,WT_RP321,Liver,ribosome profiling,Day2-post-tamoxifen,control (input),missing,missing
SRR24972755,30591131,1529556550,50,537,SRX20730478,GSM7500808,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021423,SAMN35810932,simple,10090,Mus musculus,GSM7500808,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,WT_RP322,Liver,ribosome profiling,Day2-post-tamoxifen,control (input),missing,missing
SRR24972754,26997713,1349885650,50,478,SRX20730479,GSM7500809,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021424,SAMN35810931,simple,10090,Mus musculus,GSM7500809,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,WT_RP323,Liver,ribosome profiling,Day2-post-tamoxifen,control (input),missing,missing
SRR24972753,32901242,1645062100,50,578,SRX20730480,GSM7500810,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021425,SAMN35810930,simple,10090,Mus musculus,GSM7500810,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,WT_RP324,Liver,ribosome profiling,Day2-post-tamoxifen,control (input),missing,missing
SRR24972752,40793141,2039657050,50,715,SRX20730481,GSM7500811,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021426,SAMN35810929,simple,10090,Mus musculus,GSM7500811,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,cKO_RP317,Liver,ribosome profiling,Day2-post-tamoxifen,cKO (input),missing,missing
SRR24972751,34249233,1712461650,50,595,SRX20730482,GSM7500812,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021427,SAMN35810928,simple,10090,Mus musculus,GSM7500812,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,cKO_RP318,Liver,ribosome profiling,Day2-post-tamoxifen,cKO (input),missing,missing
SRR24972750,24811221,1240561050,50,439,SRX20730483,GSM7500813,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021429,SAMN35810927,simple,10090,Mus musculus,GSM7500813,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,cKO_RP319,Liver,ribosome profiling,Day2-post-tamoxifen,cKO (input),missing,missing
SRR24972749,30547251,1527362550,50,534,SRX20730484,GSM7500814,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021430,SAMN35810926,simple,10090,Mus musculus,GSM7500814,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,Liver,cKO_RP320,Liver,ribosome profiling,Day2-post-tamoxifen,cKO (input),missing,missing
SRR24972748,17797304,889865200,50,336,SRX20730485,GSM7500815,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021431,SAMN35810925,simple,9606,Homo sapiens,GSM7500815,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,KO_RPF229,HAP1 cells,ribosome profiling,cell culture,cKO (footprints),missing,missing
SRR24972747,27438285,1371914250,50,509,SRX20730486,GSM7500816,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021450,SAMN35810924,simple,9606,Homo sapiens,GSM7500816,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,KO_RPF230,HAP1 cells,ribosome profiling,cell culture,cKO (footprints),missing,missing
SRR24972746,26966840,1348342000,50,469,SRX20730487,GSM7500817,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021432,SAMN35810923,simple,9606,Homo sapiens,GSM7500817,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,KO_RPF231,HAP1 cells,ribosome profiling,cell culture,cKO (footprints),missing,missing
SRR24972745,46163108,2308155400,50,792,SRX20730488,GSM7500818,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021434,SAMN35810922,simple,9606,Homo sapiens,GSM7500818,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,KO_RPF232,HAP1 cells,ribosome profiling,cell culture,cKO (footprints),missing,missing
SRR24972744,1518888,75944400,50,26,SRX20730489,GSM7500819,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021435,SAMN35810921,simple,9606,Homo sapiens,GSM7500819,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,WT_RPF225,HAP1 cells,ribosome profiling,cell culture,control (footprints),missing,missing
SRR24972743,19938583,996929150,50,368,SRX20730490,GSM7500820,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021433,SAMN35810920,simple,9606,Homo sapiens,GSM7500820,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,WT_RPF226,HAP1 cells,ribosome profiling,cell culture,control (footprints),missing,missing
SRR24972742,82958026,4147901300,50,1404,SRX20730491,GSM7500821,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021438,SAMN35810919,simple,9606,Homo sapiens,GSM7500821,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,WT_RPF227,HAP1 cells,ribosome profiling,cell culture,control (footprints),missing,missing
SRR24972741,19565670,978283500,50,356,SRX20730492,GSM7500822,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021437,SAMN35810918,simple,9606,Homo sapiens,GSM7500822,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,WT_RPF228,HAP1 cells,ribosome profiling,cell culture,control (footprints),missing,missing
SRR24972740,28747106,2874710600,100,977,SRX20730493,GSM7500823,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021439,SAMN35810917,simple,9606,Homo sapiens,GSM7500823,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,KO_RP529,HAP1 cells,ribosome profiling,cell culture,cKO (input),missing,missing
SRR24972739,40287010,4028701000,100,1367,SRX20730494,GSM7500824,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021463,SAMN35810916,simple,9606,Homo sapiens,GSM7500824,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,KO_RP530,HAP1 cells,ribosome profiling,cell culture,cKO (input),missing,missing
SRR24972738,32108785,3210878500,100,1096,SRX20730495,GSM7500825,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021440,SAMN35810915,simple,9606,Homo sapiens,GSM7500825,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,KO_RP531,HAP1 cells,ribosome profiling,cell culture,cKO (input),missing,missing
SRR24972737,36902310,3690231000,100,1250,SRX20730496,GSM7500826,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021441,SAMN35810914,simple,9606,Homo sapiens,GSM7500826,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,KO_RP532,HAP1 cells,ribosome profiling,cell culture,cKO (input),missing,missing
SRR24972736,32951952,3295195200,100,1115,SRX20730497,GSM7500827,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021443,SAMN35810913,simple,9606,Homo sapiens,GSM7500827,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,WT_RP525,HAP1 cells,ribosome profiling,cell culture,control (input),missing,missing
SRR24972735,35383220,3538322000,100,1209,SRX20730498,GSM7500828,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021444,SAMN35810912,simple,9606,Homo sapiens,GSM7500828,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,WT_RP526,HAP1 cells,ribosome profiling,cell culture,control (input),missing,missing
SRR24972734,43924304,4392430400,100,1482,SRX20730499,GSM7500829,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021445,SAMN35810911,simple,9606,Homo sapiens,GSM7500829,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,WT_RP527,HAP1 cells,ribosome profiling,cell culture,control (input),missing,missing
SRR24972733,36788561,3678856100,100,1252,SRX20730500,GSM7500830,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP444904,PRJNA985729,37436893,"",SRS18021474,SAMN35810910,simple,9606,Homo sapiens,GSM7500830,"Department of Molecular Biology, University of Geneva",SRA1659439,07,2023,Dohnalkova,HAP1 cells,WT_RP528,HAP1 cells,ribosome profiling,cell culture,control (input),missing,missing
