Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain background,genotype/variation,treated with,molecule subtype,GEO Accession
SRR7265206,16831802,858421902,51,478,SRX4169307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381255,SAMN09370681,simple,4932,Saccharomyces cerevisiae,GSM3176647,GEO,SRA715427,08,2018,Van,no TIR +auxin +DTT,no TIR +auxin +DTT 2hr fp,+TIR +DMSO_+DTT,SK1,+TIR,"+DMSO, +DTT",mRNA,GSM3176641
SRR7265207,13313592,678993192,51,373,SRX4169308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381253,SAMN09370680,simple,4932,Saccharomyces cerevisiae,GSM3176648,GEO,SRA715427,08,2018,Van,+TIR +auxin_no treatment,"+TIR +auxin, no treatment 1hr fp",+TIR +auxin +DTT,SK1,+TIR,+auxin +DTT,mRNA,GSM3176642
SRR7265208,13284128,677490528,51,375,SRX4169308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381253,SAMN09370680,simple,4932,Saccharomyces cerevisiae,GSM3176648,GEO,SRA715427,08,2018,Van,+TIR +auxin_no treatment,"+TIR +auxin, no treatment 1hr fp",no TIR +auxin_no treatment,SK1,no TIR,"+auxin, no treatment",ribosome footprints,GSM3176643
SRR7265209,15677181,799536231,51,443,SRX4169309,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381254,SAMN09370684,simple,4932,Saccharomyces cerevisiae,GSM3176649,GEO,SRA715427,08,2018,Van,+TIR +DMSO_+DTT,"+TIR +DMSO, +DTT 1hr fp",no TIR +DMSO_+DTT,SK1,no TIR,"+DMSO, +DTT",ribosome footprints,GSM3176644
SRR7265210,15587430,794958930,51,443,SRX4169309,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381254,SAMN09370684,simple,4932,Saccharomyces cerevisiae,GSM3176649,GEO,SRA715427,08,2018,Van,+TIR +DMSO_+DTT,"+TIR +DMSO, +DTT 1hr fp",no TIR +auxin +DTT,SK1,no TIR,+auxin +DTT,ribosome footprints,GSM3176645
SRR7265211,12442829,634584279,51,353,SRX4169310,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381256,SAMN09370683,simple,4932,Saccharomyces cerevisiae,GSM3176650,GEO,SRA715427,08,2018,Van,+TIR +auxin +DTT,+TIR +auxin +DTT 1hr fp,no TIR +DMSO_+DTT,SK1,no TIR,"+DMSO, +DTT",ribosome footprints,GSM3176646
SRR7265212,12390309,631905759,51,354,SRX4169310,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381256,SAMN09370683,simple,4932,Saccharomyces cerevisiae,GSM3176650,GEO,SRA715427,08,2018,Van,+TIR +auxin +DTT,+TIR +auxin +DTT 1hr fp,no TIR +auxin +DTT,SK1,no TIR,+auxin +DTT,ribosome footprints,GSM3176647
SRR7265213,15250767,777789117,51,432,SRX4169311,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381257,SAMN09370682,simple,4932,Saccharomyces cerevisiae,GSM3176651,GEO,SRA715427,08,2018,Van,+TIR +auxin_no treatment,"+TIR +auxin, no treatment 2hr fp",+TIR +auxin_no treatment,SK1,+TIR,"+auxin, no treatment",ribosome footprints,GSM3176648
SRR7265214,15182207,774292557,51,433,SRX4169311,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381257,SAMN09370682,simple,4932,Saccharomyces cerevisiae,GSM3176651,GEO,SRA715427,08,2018,Van,+TIR +auxin_no treatment,"+TIR +auxin, no treatment 2hr fp",+TIR +DMSO_+DTT,SK1,+TIR,"+DMSO, +DTT",ribosome footprints,GSM3176649
SRR7265215,17851759,910439709,51,507,SRX4169312,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381258,SAMN09370679,simple,4932,Saccharomyces cerevisiae,GSM3176652,GEO,SRA715427,08,2018,Van,+TIR +DMSO_+DTT,"+TIR +DMSO, +DTT 2hr fp",+TIR +auxin +DTT,SK1,+TIR,+auxin +DTT,ribosome footprints,GSM3176650
SRR7265216,17768415,906189165,51,508,SRX4169312,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381258,SAMN09370679,simple,4932,Saccharomyces cerevisiae,GSM3176652,GEO,SRA715427,08,2018,Van,+TIR +DMSO_+DTT,"+TIR +DMSO, +DTT 2hr fp",+TIR +auxin_no treatment,SK1,+TIR,"+auxin, no treatment",ribosome footprints,GSM3176651
SRR7265217,12501328,637567728,51,351,SRX4169313,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381265,SAMN09370718,simple,4932,Saccharomyces cerevisiae,GSM3176653,GEO,SRA715427,08,2018,Van,+TIR +auxin +DTT,+TIR +auxin +DTT 2hr fp,+TIR +DMSO_+DTT,SK1,+TIR,"+DMSO, +DTT",ribosome footprints,GSM3176652
SRR7265218,12439564,634417764,51,352,SRX4169313,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP149818,PRJNA474715,30016623,"",SRS3381265,SAMN09370718,simple,4932,Saccharomyces cerevisiae,GSM3176653,GEO,SRA715427,08,2018,Van,+TIR +auxin +DTT,+TIR +auxin +DTT 2hr fp,+TIR +auxin +DTT,SK1,+TIR,+auxin +DTT,ribosome footprints,GSM3176653
