Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,strain,genotype,GEO Accession
SRR9029681,8807493,449182143,51,146,SRX5807053,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736516,SAMN11604871,simple,10090,Mus musculus,GSM3755911,GEO,SRA884331,08,2019,Welte,mESC_WT_LIF_exp2_rep2,mESC_WT_LIF_exp2_rep2,mESC_rpf_WT_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755942
SRR9029682,8794192,448503792,51,145,SRX5807053,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736516,SAMN11604871,simple,10090,Mus musculus,GSM3755911,GEO,SRA884331,08,2019,Welte,mESC_WT_LIF_exp2_rep2,mESC_WT_LIF_exp2_rep2,mESC_rpf_Trim71KO_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755943
SRR9029683,8777028,447628428,51,145,SRX5807053,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736516,SAMN11604871,simple,10090,Mus musculus,GSM3755911,GEO,SRA884331,08,2019,Welte,mESC_WT_LIF_exp2_rep2,mESC_WT_LIF_exp2_rep2,mESC_rpf_WT_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755944
SRR9029684,8774618,447505518,51,145,SRX5807053,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736516,SAMN11604871,simple,10090,Mus musculus,GSM3755911,GEO,SRA884331,08,2019,Welte,mESC_WT_LIF_exp2_rep2,mESC_WT_LIF_exp2_rep2,mESC_rpf_Trim71KO_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755945
SRR9029685,8545035,435796785,51,141,SRX5807054,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736517,SAMN11604870,simple,10090,Mus musculus,GSM3755912,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep1,mESC_Trim71KO_LIF_exp2_rep1,mESC_rpf_WT_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755946
SRR9029686,8760953,446808603,51,145,SRX5807054,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736517,SAMN11604870,simple,10090,Mus musculus,GSM3755912,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep1,mESC_Trim71KO_LIF_exp2_rep1,mESC_rpf_Trim71KO_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755947
SRR9029687,8752824,446394024,51,144,SRX5807054,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736517,SAMN11604870,simple,10090,Mus musculus,GSM3755912,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep1,mESC_Trim71KO_LIF_exp2_rep1,mESC_WT_batch1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755888
SRR9029688,8730642,445262742,51,144,SRX5807054,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736517,SAMN11604870,simple,10090,Mus musculus,GSM3755912,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep1,mESC_Trim71KO_LIF_exp2_rep1,mESC_Trim71KO_batch1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755889
SRR9029689,8720313,444735963,51,144,SRX5807054,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736517,SAMN11604870,simple,10090,Mus musculus,GSM3755912,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep1,mESC_Trim71KO_LIF_exp2_rep1,mESC_WT_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755890
SRR9029690,8533944,435231144,51,140,SRX5807055,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736518,SAMN11604869,simple,10090,Mus musculus,GSM3755913,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep2,mESC_Trim71KO_LIF_exp2_rep2,mESC_Trim71KO_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755891
SRR9029691,8744473,445968123,51,144,SRX5807055,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736518,SAMN11604869,simple,10090,Mus musculus,GSM3755913,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep2,mESC_Trim71KO_LIF_exp2_rep2,mESC_WT_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755892
SRR9029692,8739046,445691346,51,144,SRX5807055,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736518,SAMN11604869,simple,10090,Mus musculus,GSM3755913,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep2,mESC_Trim71KO_LIF_exp2_rep2,mESC_Trim71KO_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755893
SRR9029693,8715868,444509268,51,143,SRX5807055,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736518,SAMN11604869,simple,10090,Mus musculus,GSM3755913,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep2,mESC_Trim71KO_LIF_exp2_rep2,mESC_WT_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755894
SRR9029694,8709592,444189192,51,144,SRX5807055,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736518,SAMN11604869,simple,10090,Mus musculus,GSM3755913,GEO,SRA884331,08,2019,Welte,mESC_Trim71KO_LIF_exp2_rep2,mESC_Trim71KO_LIF_exp2_rep2,mESC_Trim71KO_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755895
SRR9029695,9077192,462936792,51,149,SRX5807056,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736519,SAMN11604867,simple,10090,Mus musculus,GSM3755914,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep1,mESC_Trim71NHL_LIF_exp2_rep1,mESC_WT_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755896
SRR9029696,9297743,474184893,51,153,SRX5807056,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736519,SAMN11604867,simple,10090,Mus musculus,GSM3755914,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep1,mESC_Trim71NHL_LIF_exp2_rep1,mESC_WT_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755897
SRR9029697,9289101,473744151,51,153,SRX5807056,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736519,SAMN11604867,simple,10090,Mus musculus,GSM3755914,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep1,mESC_Trim71NHL_LIF_exp2_rep1,mESC_WT_rep3,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755898
SRR9029698,9269322,472735422,51,152,SRX5807056,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736519,SAMN11604867,simple,10090,Mus musculus,GSM3755914,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep1,mESC_Trim71NHL_LIF_exp2_rep1,mESC_Trim71KO_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755899
SRR9029699,9250009,471750459,51,153,SRX5807056,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736519,SAMN11604867,simple,10090,Mus musculus,GSM3755914,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep1,mESC_Trim71NHL_LIF_exp2_rep1,mESC_Trim71KO_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755900
SRR9029700,9000723,459036873,51,146,SRX5807057,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736520,SAMN11604866,simple,10090,Mus musculus,GSM3755915,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71KO_rep3,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755901
SRR9029701,9225193,470484843,51,151,SRX5807057,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736520,SAMN11604866,simple,10090,Mus musculus,GSM3755915,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71RING_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755902
SRR9029702,9216328,470032728,51,150,SRX5807057,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736520,SAMN11604866,simple,10090,Mus musculus,GSM3755915,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71RING_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755903
SRR9029703,9193833,468885483,51,149,SRX5807057,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736520,SAMN11604866,simple,10090,Mus musculus,GSM3755915,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71RING_rep3,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755904
SRR9029704,9189020,468640020,51,150,SRX5807057,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736520,SAMN11604866,simple,10090,Mus musculus,GSM3755915,GEO,SRA884331,08,2019,Welte,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71NHL_LIF_exp2_rep2,mESC_Trim71NHL_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755905
SRR9029705,9062942,462210042,51,149,SRX5807058,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736521,SAMN11604874,simple,10090,Mus musculus,GSM3755916,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep1,mESC_Trim71RING_LIF_exp2_rep1,mESC_Trim71NHL_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755906
SRR9029706,9291822,473882922,51,154,SRX5807058,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736521,SAMN11604874,simple,10090,Mus musculus,GSM3755916,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep1,mESC_Trim71RING_LIF_exp2_rep1,mESC_Trim71NHL_rep3,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755907
SRR9029707,9279481,473253531,51,153,SRX5807058,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736521,SAMN11604874,simple,10090,Mus musculus,GSM3755916,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep1,mESC_Trim71RING_LIF_exp2_rep1,mESC_WT_LIF_exp1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755908
SRR9029708,9253820,471944820,51,152,SRX5807058,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736521,SAMN11604874,simple,10090,Mus musculus,GSM3755916,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep1,mESC_Trim71RING_LIF_exp2_rep1,mESC_Trim71KO_LIF_exp1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755909
SRR9029709,9250917,471796767,51,153,SRX5807058,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736521,SAMN11604874,simple,10090,Mus musculus,GSM3755916,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep1,mESC_Trim71RING_LIF_exp2_rep1,mESC_WT_LIF_exp2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755910
SRR9029710,8438462,430361562,51,140,SRX5807059,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736522,SAMN11604864,simple,10090,Mus musculus,GSM3755917,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71RING_LIF_exp2_rep2,mESC_WT_LIF_exp2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755911
SRR9029711,8688548,443115948,51,144,SRX5807059,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736522,SAMN11604864,simple,10090,Mus musculus,GSM3755917,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71KO_LIF_exp2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755912
SRR9029712,8676537,442503387,51,144,SRX5807059,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736522,SAMN11604864,simple,10090,Mus musculus,GSM3755917,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71KO_LIF_exp2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755913
SRR9029713,8655122,441411222,51,143,SRX5807059,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736522,SAMN11604864,simple,10090,Mus musculus,GSM3755917,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71NHL_LIF_exp2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755914
SRR9029714,8641248,440703648,51,144,SRX5807059,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736522,SAMN11604864,simple,10090,Mus musculus,GSM3755917,GEO,SRA884331,08,2019,Welte,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71RING_LIF_exp2_rep2,mESC_Trim71NHL_LIF_exp2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755915
SRR9029715,12854373,655573023,51,221,SRX5807060,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736523,SAMN11604863,simple,10090,Mus musculus,GSM3755918,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep1,Ne4C_WT_exp1_rep1,mESC_Trim71RING_LIF_exp2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755916
SRR9029716,12857713,655743363,51,221,SRX5807060,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736523,SAMN11604863,simple,10090,Mus musculus,GSM3755918,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep1,Ne4C_WT_exp1_rep1,mESC_Trim71RING_LIF_exp2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755917
SRR9029717,12905146,658162446,51,221,SRX5807060,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736523,SAMN11604863,simple,10090,Mus musculus,GSM3755918,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep1,Ne4C_WT_exp1_rep1,Ne4C_WT_exp1_rep1,Ne4C,CRL-2925,-,GSM3755918
SRR9029718,12882872,657026472,51,222,SRX5807060,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736523,SAMN11604863,simple,10090,Mus musculus,GSM3755918,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep1,Ne4C_WT_exp1_rep1,Ne4C_WT_exp1_rep2,Ne4C,CRL-2925,-,GSM3755919
SRR9029719,11888845,606331095,51,205,SRX5807061,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736524,SAMN11604862,simple,10090,Mus musculus,GSM3755919,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep2,Ne4C_WT_exp1_rep2,Ne4C_WT_exp1_rep3,Ne4C,CRL-2925,-,GSM3755920
SRR9029720,11893888,606588288,51,204,SRX5807061,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736524,SAMN11604862,simple,10090,Mus musculus,GSM3755919,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep2,Ne4C_WT_exp1_rep2,Ne4C_Trim71KO_exp1_rep1,Ne4C,CRL-2925,TRIM71-/-,GSM3755921
SRR9029721,11934280,608648280,51,205,SRX5807061,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736524,SAMN11604862,simple,10090,Mus musculus,GSM3755919,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep2,Ne4C_WT_exp1_rep2,Ne4C_Trim71KO_exp1_rep2,Ne4C,CRL-2925,TRIM71-/-,GSM3755922
SRR9029722,11919422,607890522,51,206,SRX5807061,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736524,SAMN11604862,simple,10090,Mus musculus,GSM3755919,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep2,Ne4C_WT_exp1_rep2,Ne4C_Trim71KO_exp1_rep3,Ne4C,CRL-2925,TRIM71-/-,GSM3755923
SRR9029723,12310538,627837438,51,211,SRX5807062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736525,SAMN11604861,simple,10090,Mus musculus,GSM3755920,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep3,Ne4C_WT_exp1_rep3,Ne4C_WT_exp2_rep1,Ne4C,CRL-2925,-,GSM3755924
SRR9029724,12306317,627622167,51,210,SRX5807062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736525,SAMN11604861,simple,10090,Mus musculus,GSM3755920,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep3,Ne4C_WT_exp1_rep3,Ne4C_WT_exp2_rep2,Ne4C,CRL-2925,-,GSM3755925
SRR9029725,12354768,630093168,51,211,SRX5807062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736525,SAMN11604861,simple,10090,Mus musculus,GSM3755920,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep3,Ne4C_WT_exp1_rep3,Ne4C_WT_exp2_rep3,Ne4C,CRL-2925,-,GSM3755926
SRR9029726,12335291,629099841,51,212,SRX5807062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736525,SAMN11604861,simple,10090,Mus musculus,GSM3755920,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp1_rep3,Ne4C_WT_exp1_rep3,Ne4C_Trim71KO_exp2_rep1,Ne4C,CRL-2925,TRIM71-/-,GSM3755927
SRR9029727,11479663,585462813,51,197,SRX5807063,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736526,SAMN11604860,simple,10090,Mus musculus,GSM3755921,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep1,Ne4C_Trim71KO_exp1_rep1,Ne4C_Trim71KO_exp2_rep2,Ne4C,CRL-2925,TRIM71-/-,GSM3755928
SRR9029728,11473290,585137790,51,196,SRX5807063,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736526,SAMN11604860,simple,10090,Mus musculus,GSM3755921,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep1,Ne4C_Trim71KO_exp1_rep1,Ne4C_Trim71KO_exp2_rep3,Ne4C,CRL-2925,TRIM71-/-,GSM3755929
SRR9029729,11518699,587453649,51,196,SRX5807063,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736526,SAMN11604860,simple,10090,Mus musculus,GSM3755921,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep1,Ne4C_Trim71KO_exp1_rep1,Ne4C_WT_exp3_rep1,Ne4C,CRL-2925,-,GSM3755930
SRR9029730,11495168,586253568,51,197,SRX5807063,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736526,SAMN11604860,simple,10090,Mus musculus,GSM3755921,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep1,Ne4C_Trim71KO_exp1_rep1,Ne4C_WT_exp3_rep2,Ne4C,CRL-2925,-,GSM3755931
SRR9029731,11942027,609043377,51,205,SRX5807064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736527,SAMN11604858,simple,10090,Mus musculus,GSM3755922,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep2,Ne4C_Trim71KO_exp1_rep2,Ne4C_Trim71KO_exp3_rep1,Ne4C,CRL-2925,TRIM71-/-,GSM3755932
SRR9029732,11944165,609152415,51,204,SRX5807064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736527,SAMN11604858,simple,10090,Mus musculus,GSM3755922,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep2,Ne4C_Trim71KO_exp1_rep2,Ne4C_Trim71KO_exp3_rep2,Ne4C,CRL-2925,TRIM71-/-,GSM3755933
