Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,condition,timepoint,region,Sex,hemisphere,animalnumber,experiment,block,mousetype,mouseline,libraryprotocol,sampleprocessing,GEO Accession
SRR14058754,26387201,2665107301,101,803,SRX10433538,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567063,SAMN18473114,simple,10090,Mus musculus,GSM5207781,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_4_dHC_Right_45min,hippocampus,Swim,45min,dHC,male,Right,LeftvsRight_id_1,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207781
SRR14058755,38369385,3875307885,101,1169,SRX10433539,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567064,SAMN18473113,simple,10090,Mus musculus,GSM5207782,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_5_vHC_Left_0min,hippocampus,Homecage,0min,vHC,male,Left,LeftvsRight_id_2,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207782
SRR14058756,28208513,2849059813,101,858,SRX10433540,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567066,SAMN18473112,simple,10090,Mus musculus,GSM5207783,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_6_dHC_Left_0min,hippocampus,Homecage,0min,dHC,male,Left,LeftvsRight_id_2,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207783
SRR14058757,29121578,2941279378,101,882,SRX10433541,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567065,SAMN18473111,simple,10090,Mus musculus,GSM5207784,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_7_vHC_Right_0min,hippocampus,Homecage,0min,vHC,male,Right,LeftvsRight_id_2,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207784
SRR14058758,28491951,2877687051,101,869,SRX10433542,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567067,SAMN18473110,simple,10090,Mus musculus,GSM5207785,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_8_dHC_Right_0min,hippocampus,Homecage,0min,dHC,male,Right,LeftvsRight_id_2,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207785
SRR14058759,28089258,2837015058,101,856,SRX10433543,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567068,SAMN18473106,simple,10090,Mus musculus,GSM5207786,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_9_vHC_Left_45min,hippocampus,Swim,45min,vHC,male,Left,LeftvsRight_id_3,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207786
SRR14058760,34660547,3500715247,101,1056,SRX10433544,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567069,SAMN18473104,simple,10090,Mus musculus,GSM5207787,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_10_dHC_Left_45min,hippocampus,Swim,45min,dHC,male,Left,LeftvsRight_id_3,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207787
SRR14058761,28267514,2855018914,101,864,SRX10433545,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567071,SAMN18473103,simple,10090,Mus musculus,GSM5207788,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_11_vHC_Right_45min,hippocampus,Swim,45min,vHC,male,Right,LeftvsRight_id_3,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207788
SRR14058762,33940798,3428020598,101,1028,SRX10433546,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567070,SAMN18473102,simple,10090,Mus musculus,GSM5207789,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_12_dHC_Right_45min,hippocampus,Swim,45min,dHC,male,Right,LeftvsRight_id_3,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207789
SRR14058763,39746301,4014376401,101,1205,SRX10433547,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567072,SAMN18473101,simple,10090,Mus musculus,GSM5207790,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_13_vHC_Left_0min,hippocampus,Homecage,0min,vHC,male,Left,LeftvsRight_id_4,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207790
SRR14058764,33145107,3347655807,101,1008,SRX10433548,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567073,SAMN18473100,simple,10090,Mus musculus,GSM5207791,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_14_dHC_Left_0min,hippocampus,Homecage,0min,dHC,male,Left,LeftvsRight_id_4,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207791
SRR14058765,29708644,3000573044,101,904,SRX10433549,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567074,SAMN18473099,simple,10090,Mus musculus,GSM5207792,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_15_vHC_Right_0min,hippocampus,Homecage,0min,vHC,male,Right,LeftvsRight_id_4,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207792
SRR14058766,30246913,3054938213,101,917,SRX10433550,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567075,SAMN18473098,simple,10090,Mus musculus,GSM5207793,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_16_dHC_Right_0min,hippocampus,Homecage,0min,dHC,male,Right,LeftvsRight_id_4,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207793
SRR14058767,30956700,3126626700,101,938,SRX10433551,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567076,SAMN18473129,simple,10090,Mus musculus,GSM5207794,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_17_vHC_Left_0min,hippocampus,Homecage,0min,vHC,male,Left,LeftvsRight_id_5,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207794
SRR14058874,28236620,2851898620,101,874,SRX10433552,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567077,SAMN18473530,simple,10090,Mus musculus,GSM5207699,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_37_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,TimeSeriesFST_id_19,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207699
SRR14058875,17933188,1811251988,101,559,SRX10433553,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567078,SAMN18473529,simple,10090,Mus musculus,GSM5207700,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_38_dHC_1h30min,hippocampus,Swim,1h30min,dHC,male,both,TimeSeriesFST_id_19,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207700
SRR14058876,19098514,1928949914,101,596,SRX10433554,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567079,SAMN18473528,simple,10090,Mus musculus,GSM5207701,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_39_vHC_3h,hippocampus,Swim,3h,vHC,male,both,TimeSeriesFST_id_20,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207701
SRR14058877,17376637,1755040337,101,541,SRX10433555,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567080,SAMN18473527,simple,10090,Mus musculus,GSM5207702,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_40_dHC_3h,hippocampus,Swim,3h,dHC,male,both,TimeSeriesFST_id_20,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207702
SRR14058878,21322096,2153531696,101,664,SRX10433556,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567081,SAMN18473526,simple,10090,Mus musculus,GSM5207703,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_41_vHC_2h,hippocampus,Swim,2h,vHC,male,both,TimeSeriesFST_id_21,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207703
SRR14058879,19239485,1943187985,101,603,SRX10433557,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567082,SAMN18473525,simple,10090,Mus musculus,GSM5207704,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_42_dHC_2h,hippocampus,Swim,2h,dHC,male,both,TimeSeriesFST_id_21,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207704
SRR14058880,22997262,2322723462,101,716,SRX10433558,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567083,SAMN18473524,simple,10090,Mus musculus,GSM5207705,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_43_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,TimeSeriesFST_id_22,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207705
SRR14058881,21374655,2158840155,101,666,SRX10433559,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567084,SAMN18473558,simple,10090,Mus musculus,GSM5207706,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_44_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,TimeSeriesFST_id_22,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207706
SRR14058882,22837449,2306582349,101,710,SRX10433560,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567087,SAMN18473557,simple,10090,Mus musculus,GSM5207707,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_45_vHC_4h,hippocampus,Swim,4h,vHC,male,both,TimeSeriesFST_id_23,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207707
SRR14058883,15731288,1588860088,101,492,SRX10433561,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567085,SAMN18473556,simple,10090,Mus musculus,GSM5207708,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_46_dHC_4h,hippocampus,Swim,4h,dHC,male,both,TimeSeriesFST_id_23,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207708
SRR14058884,18256965,1843953465,101,569,SRX10433562,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567086,SAMN18473555,simple,10090,Mus musculus,GSM5207709,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_47_vHC_45min,hippocampus,Swim,45min,vHC,male,both,TimeSeriesFST_id_24,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207709
SRR14058885,16438856,1660324456,101,513,SRX10433563,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567088,SAMN18473554,simple,10090,Mus musculus,GSM5207710,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_48_dHC_45min,hippocampus,Swim,45min,dHC,male,both,TimeSeriesFST_id_24,TimeSeriesFST,TimeSeriesFST_Block4,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207710
SRR14058886,25295084,2554803484,101,788,SRX10433564,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567089,SAMN18473553,simple,10090,Mus musculus,GSM5207711,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_49_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,TimeSeriesFST_id_25,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207711
SRR14058887,21027984,2123826384,101,657,SRX10433565,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567090,SAMN18473552,simple,10090,Mus musculus,GSM5207712,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_50_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,TimeSeriesFST_id_25,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207712
SRR14058888,28306603,2858966903,101,879,SRX10433566,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567091,SAMN18473546,simple,10090,Mus musculus,GSM5207713,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_51_vHC_45min,hippocampus,Swim,45min,vHC,male,both,TimeSeriesFST_id_26,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207713
SRR14058889,10135668,1023702468,101,317,SRX10433567,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567092,SAMN18473551,simple,10090,Mus musculus,GSM5207714,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_52_dHC_45min,hippocampus,Swim,45min,dHC,male,both,TimeSeriesFST_id_26,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207714
SRR14058890,18923474,1911270874,101,592,SRX10433568,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567093,SAMN18473550,simple,10090,Mus musculus,GSM5207715,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_53_vHC_4h,hippocampus,Swim,4h,vHC,male,both,TimeSeriesFST_id_27,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207715
SRR14058891,18004038,1818407838,101,562,SRX10433569,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567094,SAMN18473549,simple,10090,Mus musculus,GSM5207716,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_54_dHC_4h,hippocampus,Swim,4h,dHC,male,both,TimeSeriesFST_id_27,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207716
SRR14058892,20448129,2065261029,101,639,SRX10433570,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567095,SAMN18473548,simple,10090,Mus musculus,GSM5207717,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_55_vHC_2h,hippocampus,Swim,2h,vHC,male,both,TimeSeriesFST_id_28,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207717
SRR14058893,19585232,1978108432,101,611,SRX10433571,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567096,SAMN18473547,simple,10090,Mus musculus,GSM5207718,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_56_dHC_2h,hippocampus,Swim,2h,dHC,male,both,TimeSeriesFST_id_28,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207718
SRR14058894,26294729,2655767629,101,819,SRX10433572,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567097,SAMN18473545,simple,10090,Mus musculus,GSM5207719,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_57_vHC_3h,hippocampus,Swim,3h,vHC,male,both,TimeSeriesFST_id_29,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207719
SRR14058895,21130540,2134184540,101,659,SRX10433573,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567098,SAMN18473544,simple,10090,Mus musculus,GSM5207720,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_58_dHC_3h,hippocampus,Swim,3h,dHC,male,both,TimeSeriesFST_id_29,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207720
SRR14058896,26154245,2641578745,101,814,SRX10433574,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567100,SAMN18473543,simple,10090,Mus musculus,GSM5207721,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_59_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,TimeSeriesFST_id_30,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207721
SRR14058897,25498215,2575319715,101,795,SRX10433575,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567099,SAMN18473542,simple,10090,Mus musculus,GSM5207722,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_60_dHC_1h30min,hippocampus,Swim,1h30min,dHC,male,both,TimeSeriesFST_id_30,TimeSeriesFST,TimeSeriesFST_Block5,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207722
SRR14058898,14842327,1499075027,101,462,SRX10433576,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567101,SAMN18473575,simple,10090,Mus musculus,GSM5207723,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_61_vHC_4h,hippocampus,Swim,4h,vHC,male,both,TimeSeriesFST_id_31,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207723
SRR14058899,25221542,2547375742,101,786,SRX10433577,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567102,SAMN18473574,simple,10090,Mus musculus,GSM5207724,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_62_dHC_4h,hippocampus,Swim,4h,dHC,male,both,TimeSeriesFST_id_31,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207724
SRR14058900,20519649,2072484549,101,638,SRX10433578,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567103,SAMN18473573,simple,10090,Mus musculus,GSM5207725,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_63_vHC_2h,hippocampus,Swim,2h,vHC,male,both,TimeSeriesFST_id_32,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207725
SRR14058901,19560060,1975566060,101,611,SRX10433579,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567104,SAMN18473572,simple,10090,Mus musculus,GSM5207726,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_64_dHC_2h,hippocampus,Swim,2h,dHC,male,both,TimeSeriesFST_id_32,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207726
SRR14058902,22719203,2294639503,101,707,SRX10433580,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567105,SAMN18473367,simple,10090,Mus musculus,GSM5207727,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_65_vHC_45min,hippocampus,Swim,45min,vHC,male,both,TimeSeriesFST_id_33,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207727
SRR14058903,20645005,2085145505,101,644,SRX10433581,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567108,SAMN18473408,simple,10090,Mus musculus,GSM5207728,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_66_dHC_45min,hippocampus,Swim,45min,dHC,male,both,TimeSeriesFST_id_33,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207728
SRR14058904,28577952,2886373152,101,889,SRX10433582,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567106,SAMN18473407,simple,10090,Mus musculus,GSM5207729,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_67_vHC_3h,hippocampus,Swim,3h,vHC,male,both,TimeSeriesFST_id_34,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207729
SRR14058905,23091108,2332201908,101,721,SRX10433583,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567107,SAMN18473406,simple,10090,Mus musculus,GSM5207730,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_68_dHC_3h,hippocampus,Swim,3h,dHC,male,both,TimeSeriesFST_id_34,TimeSeriesFST,TimeSeriesFST_Block6,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207730
SRR14058768,26173834,2643557234,101,800,SRX10433584,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567110,SAMN18473127,simple,10090,Mus musculus,GSM5207795,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_18_dHC_Left_0min,hippocampus,Homecage,0min,dHC,male,Left,LeftvsRight_id_5,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207795
SRR14058769,26696562,2696352762,101,809,SRX10433585,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567111,SAMN18473126,simple,10090,Mus musculus,GSM5207796,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_19_vHC_Right_0min,hippocampus,Homecage,0min,vHC,male,Right,LeftvsRight_id_5,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207796
SRR14058770,32387151,3271102251,101,983,SRX10433586,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567109,SAMN18473159,simple,10090,Mus musculus,GSM5207797,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_20_dHC_Right_0min,hippocampus,Homecage,0min,dHC,male,Right,LeftvsRight_id_5,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207797
