Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cultivar,tissue,Stage,age,fraction
SRR18584199,1977096,4123001456,2085,1000,SRX14712894,GSM5994082,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP367247,PRJNA822292,1,"",SRS12475228,SAMN27178161,simple,4577,Zea mays,GSM5994082,Huazhong Agricultural University,SRA1400805,10,2022,Makar,Anther; Tassel (2 cm),"B73, Group 7 rep1",Anther; Tassel (2 cm),B73,Anther; Tassel (2 cm),Anther; Tassel (2 cm),Anther; Tassel (2 cm),cDNA
SRR18584197,4355353,7357737249,1689,1789,SRX14712895,GSM5994081,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP367247,PRJNA822292,1,"",SRS12475229,SAMN27178162,simple,4577,Zea mays,GSM5994081,Huazhong Agricultural University,SRA1400805,10,2022,Makar,Ear (2 mm); Tassel (2 mm); Ear (5 mm); Silk; Ear (3 cm),"B73, Group 5&6 rep2",Ear (2 mm); Tassel (2 mm); Ear (5 mm); Silk; Ear (3 cm),B73,Ear (2 mm); Tassel (2 mm); Ear (5 mm); Silk; Ear (3 cm),Ear (2 mm); Tassel (2 mm); Ear (5 mm); Silk; Ear (3 cm),Ear (2 mm); Tassel (2 mm); Ear (5 mm); Silk; Ear (3 cm),cDNA
SRR18584196,14560288,385023797,26,142,SRX14712896,GSM5994088,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475230,SAMN27178155,simple,4577,Zea mays,GSM5994088,Huazhong Agricultural University,SRA1400805,10,2022,Makar,01-Root(6DAS),"B73, ribo-1 rep2",01-Root(6DAS),B73,Root(6DAS),6DAS,6DAS,mRNA bound by ribosome
SRR18584195,4882978,8099197958,1658,1970,SRX14712897,GSM5994079,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP367247,PRJNA822292,1,"",SRS12475232,SAMN27178164,simple,4577,Zea mays,GSM5994079,Huazhong Agricultural University,SRA1400805,10,2022,Makar,Primary Root (6 DAS); Primary Root (V1),"B73, Group 1",Primary Root (6 DAS); Primary Root (V1),B73,Primary Root (6 DAS); Primary Root (V1),Primary Root (6 DAS); Primary Root (V1),Primary Root (6 DAS); Primary Root (V1),cDNA
SRR18584194,8832000,248582797,28,94,SRX14712898,GSM5994089,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475231,SAMN27178154,simple,4577,Zea mays,GSM5994089,Huazhong Agricultural University,SRA1400805,10,2022,Makar,02-Primary Root(V1),"B73, ribo-2 rep1",02-Primary Root(V1),B73,Primary Root(V1),V1,V1,mRNA bound by ribosome
SRR18584193,5004883,142396035,28,53,SRX14712899,GSM5994090,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475233,SAMN27178153,simple,4577,Zea mays,GSM5994090,Huazhong Agricultural University,SRA1400805,10,2022,Makar,02-Primary Root(V1),"B73, ribo-2 rep2",02-Primary Root(V1),B73,Primary Root(V1),V1,V1,mRNA bound by ribosome
SRR18584192,30373843,896703678,29,337,SRX14712900,GSM5994092,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475234,SAMN27178151,simple,4577,Zea mays,GSM5994092,Huazhong Agricultural University,SRA1400805,10,2022,Makar,04-Seedling(6DAS),"B73, ribo-3 rep2",04-Seedling(6DAS),B73,Seedling(6DAS),6DAS,6DAS,mRNA bound by ribosome
SRR18584191,43621443,1288573008,29,465,SRX14712901,GSM5994093,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475236,SAMN27178150,simple,4577,Zea mays,GSM5994093,Huazhong Agricultural University,SRA1400805,10,2022,Makar,07-Topmost Leaf-L(V3),"B73, ribo-4 rep1",07-Topmost Leaf-L(V3),B73,Topmost Leaf-L(V3),V3,V3,mRNA bound by ribosome
SRR18584190,49587404,1447947207,29,530,SRX14712902,GSM5994094,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475235,SAMN27178149,simple,4577,Zea mays,GSM5994094,Huazhong Agricultural University,SRA1400805,10,2022,Makar,07-Topmost Leaf-L(V3),"B73, ribo-4 rep2",07-Topmost Leaf-L(V3),B73,Topmost Leaf-L(V3),V3,V3,mRNA bound by ribosome
SRR18584189,32862611,968315503,29,330,SRX14712903,GSM5994095,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475237,SAMN27178148,simple,4577,Zea mays,GSM5994095,Huazhong Agricultural University,SRA1400805,10,2022,Makar,08-First Leaf-N(V3),"B73, ribo-5 rep1",08-First Leaf-N(V3),B73,First Leaf-N(V3),V3,V3,mRNA bound by ribosome
SRR18584188,19665416,569999854,28,202,SRX14712904,GSM5994096,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475238,SAMN27178147,simple,4577,Zea mays,GSM5994096,Huazhong Agricultural University,SRA1400805,10,2022,Makar,08-First Leaf-N(V3),"B73, ribo-5 rep2",08-First Leaf-N(V3),B73,First Leaf-N(V3),V3,V3,mRNA bound by ribosome
SRR18584187,32118976,937896513,29,321,SRX14712905,GSM5994097,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475239,SAMN27178146,simple,4577,Zea mays,GSM5994097,Huazhong Agricultural University,SRA1400805,10,2022,Makar,09-Third Leaf(V3),"B73, ribo-6 rep1",09-Third Leaf(V3),B73,Third Leaf(V3),V3,V3,mRNA bound by ribosome
SRR18584186,32162698,954814140,29,337,SRX14712906,GSM5994098,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475240,SAMN27178145,simple,4577,Zea mays,GSM5994098,Huazhong Agricultural University,SRA1400805,10,2022,Makar,09-Third Leaf(V3),"B73, ribo-6 rep2",09-Third Leaf(V3),B73,Third Leaf(V3),V3,V3,mRNA bound by ribosome
SRR18584185,25193438,677823915,26,260,SRX14712907,GSM5994099,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475241,SAMN27178144,simple,4577,Zea mays,GSM5994099,Huazhong Agricultural University,SRA1400805,10,2022,Makar,16-SAM(V1),"B73, ribo-7 rep1",16-SAM(V1),B73,SAM(V1),V1,V1,mRNA bound by ribosome
SRR18584184,19617041,520331738,26,200,SRX14712908,GSM5994100,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475243,SAMN27178143,simple,4577,Zea mays,GSM5994100,Huazhong Agricultural University,SRA1400805,10,2022,Makar,16-SAM(V1),"B73, ribo-7 rep2",16-SAM(V1),B73,SAM(V1),V1,V1,mRNA bound by ribosome
SRR18584183,22988727,608313257,26,237,SRX14712909,GSM5994101,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475242,SAMN27178142,simple,4577,Zea mays,GSM5994101,Huazhong Agricultural University,SRA1400805,10,2022,Makar,17-SAM(V3),"B73, ribo-8 rep1",17-SAM(V3),B73,SAM(V3),V3,V3,mRNA bound by ribosome
SRR18584182,20757938,533898735,25,209,SRX14712910,GSM5994102,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP367247,PRJNA822292,1,"",SRS12475246,SAMN27178141,simple,4577,Zea mays,GSM5994102,Huazhong Agricultural University,SRA1400805,10,2022,Makar,17-SAM(V3),"B73, ribo-8 rep2",17-SAM(V3),B73,SAM(V3),V3,V3,mRNA bound by ribosome
SRR18584181,32423960,3242396000,100,1723,SRX14712911,GSM5994175,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475244,SAMN27178068,simple,4577,Zea mays,GSM5994175,Huazhong Agricultural University,SRA1400805,10,2022,Makar,13-Base of Stage 2 Leaf-N(V5),"B73, circ-8 rep1",13-Base of Stage 2 Leaf-N(V5),B73,Base of Stage 2 Leaf-N(V5),V5,V5,circular RNA
SRR18584180,27146456,2714645600,100,1465,SRX14712912,GSM5994176,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475245,SAMN27178067,simple,4577,Zea mays,GSM5994176,Huazhong Agricultural University,SRA1400805,10,2022,Makar,13-Base of Stage 2 Leaf-N(V5),"B73, circ-8 rep2",13-Base of Stage 2 Leaf-N(V5),B73,Base of Stage 2 Leaf-N(V5),V5,V5,circular RNA
SRR18584179,26874762,2687476200,100,1463,SRX14712913,GSM5994177,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475247,SAMN27178066,simple,4577,Zea mays,GSM5994177,Huazhong Agricultural University,SRA1400805,10,2022,Makar,14-Base of Stage 2 leaf-L(V5),"B73, circ-9 rep1",14-Base of Stage 2 leaf-L(V5),B73,Base of Stage 2 leaf-L(V5),V5,V5,circular RNA
SRR18584178,28220874,2822087400,100,1515,SRX14712914,GSM5994178,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475249,SAMN27178065,simple,4577,Zea mays,GSM5994178,Huazhong Agricultural University,SRA1400805,10,2022,Makar,14-Base of Stage 2 leaf-L(V5),"B73, circ-9 rep2",14-Base of Stage 2 leaf-L(V5),B73,Base of Stage 2 leaf-L(V5),V5,V5,circular RNA
SRR18584176,39350804,3935080400,100,2460,SRX14712915,GSM5994179,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475248,SAMN27178064,simple,4577,Zea mays,GSM5994179,Huazhong Agricultural University,SRA1400805,10,2022,Makar,15-Ear-leaf,"B73, circ-10 rep1",15-Ear-leaf,B73,Ear-leaf,Ear-leaf,Ear-leaf,circular RNA
SRR18584175,38499734,3849973400,100,2386,SRX14712916,GSM5994180,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475250,SAMN27178063,simple,4577,Zea mays,GSM5994180,Huazhong Agricultural University,SRA1400805,10,2022,Makar,15-Ear-leaf,"B73, circ-10 rep2",15-Ear-leaf,B73,Ear-leaf,Ear-leaf,Ear-leaf,circular RNA
SRR18584174,48480856,4848085600,100,2630,SRX14712917,GSM5994181,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475251,SAMN27178062,simple,4577,Zea mays,GSM5994181,Huazhong Agricultural University,SRA1400805,10,2022,Makar,16-SAM(V1),"B73, circ-11 rep1",16-SAM(V1),B73,SAM(V1),V1,V1,circular RNA
SRR18584177,43638440,4363844000,100,2378,SRX14712918,GSM5994182,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475252,SAMN27178061,simple,4577,Zea mays,GSM5994182,Huazhong Agricultural University,SRA1400805,10,2022,Makar,16-SAM(V1),"B73, circ-11 rep2",16-SAM(V1),B73,SAM(V1),V1,V1,circular RNA
SRR18584173,33987536,3398753600,100,1775,SRX14712919,GSM5994172,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475253,SAMN27178071,simple,4577,Zea mays,GSM5994172,Huazhong Agricultural University,SRA1400805,10,2022,Makar,11-Tip of Stage 2 Leaf-N(V5),"B73, circ-6 rep2",11-Tip of Stage 2 Leaf-N(V5),B73,Tip of Stage 2 Leaf-N(V5),V5,V5,circular RNA
SRR18584172,27993224,2799322400,100,1477,SRX14712920,GSM5994173,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475254,SAMN27178070,simple,4577,Zea mays,GSM5994173,Huazhong Agricultural University,SRA1400805,10,2022,Makar,12-Tip of Stage 2 leaf-L(V5),"B73, circ-7 rep1",12-Tip of Stage 2 leaf-L(V5),B73,Tip of Stage 2 leaf-L(V5),V5,V5,circular RNA
SRR18584171,35020954,3502095400,100,1848,SRX14712921,GSM5994185,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475255,SAMN27178058,simple,4577,Zea mays,GSM5994185,Huazhong Agricultural University,SRA1400805,10,2022,Makar,20-Internode(V6),"B73, circ-13 rep1",20-Internode(V6),B73,Internode(V6),V6,V6,circular RNA
SRR18584170,28047552,2804755200,100,1492,SRX14712922,GSM5994186,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475256,SAMN27178057,simple,4577,Zea mays,GSM5994186,Huazhong Agricultural University,SRA1400805,10,2022,Makar,20-Internode(V6),"B73, circ-13 rep2",20-Internode(V6),B73,Internode(V6),V6,V6,circular RNA
SRR18584169,19403492,1940349200,100,1032,SRX14712923,GSM5994187,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475257,SAMN27178056,simple,4577,Zea mays,GSM5994187,Huazhong Agricultural University,SRA1400805,10,2022,Makar,21-2mmear,"B73, circ-14 rep1",21-2mmear,B73,2mmear,2mmear,2mmear,circular RNA
SRR18584168,24340292,2434029200,100,1301,SRX14712924,GSM5994188,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475258,SAMN27178055,simple,4577,Zea mays,GSM5994188,Huazhong Agricultural University,SRA1400805,10,2022,Makar,21-2mmear,"B73, circ-14 rep2",21-2mmear,B73,2mmear,2mmear,2mmear,circular RNA
SRR18584167,51334054,5133405400,100,3197,SRX14712925,GSM5994189,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475259,SAMN27178054,simple,4577,Zea mays,GSM5994189,Huazhong Agricultural University,SRA1400805,10,2022,Makar,22-5mmear,"B73, circ-15 rep1",22-5mmear,B73,5mmear,5mmear,5mmear,circular RNA
SRR18584166,45351176,4535117600,100,2850,SRX14712926,GSM5994190,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475261,SAMN27178053,simple,4577,Zea mays,GSM5994190,Huazhong Agricultural University,SRA1400805,10,2022,Makar,22-5mmear,"B73, circ-15 rep2",22-5mmear,B73,5mmear,5mmear,5mmear,circular RNA
SRR18584165,37034866,3703486600,100,2331,SRX14712927,GSM5994191,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475260,SAMN27178052,simple,4577,Zea mays,GSM5994191,Huazhong Agricultural University,SRA1400805,10,2022,Makar,23-1cmear,"B73, circ-16 rep1",23-1cmear,B73,1cmear,1cmear,1cmear,circular RNA
SRR18584164,35513964,3551396400,100,2224,SRX14712928,GSM5994192,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475262,SAMN27178051,simple,4577,Zea mays,GSM5994192,Huazhong Agricultural University,SRA1400805,10,2022,Makar,23-1cmear,"B73, circ-16 rep2",23-1cmear,B73,1cmear,1cmear,1cmear,circular RNA
SRR18584163,34477574,3447757400,100,2188,SRX14712929,GSM5994193,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475263,SAMN27178050,simple,4577,Zea mays,GSM5994193,Huazhong Agricultural University,SRA1400805,10,2022,Makar,25-Inflorescence,"B73, circ-17 rep1",25-Inflorescence,B73,Inflorescence,Inflorescence,Inflorescence,circular RNA
SRR18584162,38196556,3819655600,100,2020,SRX14712930,GSM5994183,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475264,SAMN27178060,simple,4577,Zea mays,GSM5994183,Huazhong Agricultural University,SRA1400805,10,2022,Makar,19-Stem(V6),"B73, circ-12 rep1",19-Stem(V6),B73,Stem(V6),V6,V6,circular RNA
SRR18584227,27867942,2786794200,100,1491,SRX14712931,GSM5994184,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475266,SAMN27178059,simple,4577,Zea mays,GSM5994184,Huazhong Agricultural University,SRA1400805,10,2022,Makar,19-Stem(V6),"B73, circ-12 rep2",19-Stem(V6),B73,Stem(V6),V6,V6,circular RNA
SRR18584161,25023054,527168411,21,297,SRX14712932,GSM5994127,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475265,SAMN27178116,simple,4577,Zea mays,GSM5994127,Huazhong Agricultural University,SRA1400805,10,2022,Makar,09-Third Leaf(V3),"B73, srna-5 rep1",09-Third Leaf(V3),B73,Third Leaf(V3),V3,V3,small RNA
SRR18584160,7596675,180964716,23,101,SRX14712933,GSM5994128,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475267,SAMN27178115,simple,4577,Zea mays,GSM5994128,Huazhong Agricultural University,SRA1400805,10,2022,Makar,09-Third Leaf(V3),"B73, srna-5 rep2",09-Third Leaf(V3),B73,Third Leaf(V3),V3,V3,small RNA
SRR18584159,28870341,523288126,18,716,SRX14712934,GSM5994129,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475268,SAMN27178114,simple,4577,Zea mays,GSM5994129,Huazhong Agricultural University,SRA1400805,10,2022,Makar,11-Tip of Stage 2 Leaf-N(V5),"B73, srna-6 rep1",11-Tip of Stage 2 Leaf-N(V5),B73,Tip of Stage 2 Leaf-N(V5),V5,V5,small RNA
SRR18584158,16843678,363516540,21,205,SRX14712935,GSM5994130,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475269,SAMN27178113,simple,4577,Zea mays,GSM5994130,Huazhong Agricultural University,SRA1400805,10,2022,Makar,11-Tip of Stage 2 Leaf-N(V5),"B73, srna-6 rep2",11-Tip of Stage 2 Leaf-N(V5),B73,Tip of Stage 2 Leaf-N(V5),V5,V5,small RNA
SRR18584157,9682400,192160264,19,110,SRX14712936,GSM5994131,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475270,SAMN27178112,simple,4577,Zea mays,GSM5994131,Huazhong Agricultural University,SRA1400805,10,2022,Makar,12-Tip of Stage 2 leaf-L(V5),"B73, srna-7 rep1",12-Tip of Stage 2 leaf-L(V5),B73,Tip of Stage 2 leaf-L(V5),V5,V5,small RNA
SRR18584156,11031222,221427460,20,274,SRX14712937,GSM5994132,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475271,SAMN27178111,simple,4577,Zea mays,GSM5994132,Huazhong Agricultural University,SRA1400805,10,2022,Makar,12-Tip of Stage 2 leaf-L(V5),"B73, srna-7 rep2",12-Tip of Stage 2 leaf-L(V5),B73,Tip of Stage 2 leaf-L(V5),V5,V5,small RNA
SRR18584155,18324772,407611686,22,231,SRX14712938,GSM5994133,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475272,SAMN27178110,simple,4577,Zea mays,GSM5994133,Huazhong Agricultural University,SRA1400805,10,2022,Makar,13-Base of Stage 2 Leaf-N(V5),"B73, srna-8 rep1",13-Base of Stage 2 Leaf-N(V5),B73,Base of Stage 2 Leaf-N(V5),V5,V5,small RNA
SRR18584154,22694476,505822341,22,608,SRX14712939,GSM5994134,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475274,SAMN27178109,simple,4577,Zea mays,GSM5994134,Huazhong Agricultural University,SRA1400805,10,2022,Makar,13-Base of Stage 2 Leaf-N(V5),"B73, srna-8 rep2",13-Base of Stage 2 Leaf-N(V5),B73,Base of Stage 2 Leaf-N(V5),V5,V5,small RNA
SRR18584153,10215817,229965455,22,129,SRX14712940,GSM5994135,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475275,SAMN27178108,simple,4577,Zea mays,GSM5994135,Huazhong Agricultural University,SRA1400805,10,2022,Makar,14-Base of Stage 2 leaf-L(V5),"B73, srna-9 rep1",14-Base of Stage 2 leaf-L(V5),B73,Base of Stage 2 leaf-L(V5),V5,V5,small RNA
SRR18584152,22135027,443772744,20,568,SRX14712941,GSM5994136,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475273,SAMN27178107,simple,4577,Zea mays,GSM5994136,Huazhong Agricultural University,SRA1400805,10,2022,Makar,14-Base of Stage 2 leaf-L(V5),"B73, srna-9 rep2",14-Base of Stage 2 leaf-L(V5),B73,Base of Stage 2 leaf-L(V5),V5,V5,small RNA
SRR18584151,32671864,622004452,19,360,SRX14712942,GSM5994137,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475276,SAMN27178106,simple,4577,Zea mays,GSM5994137,Huazhong Agricultural University,SRA1400805,10,2022,Makar,15-Ear-leaf,"B73, srna-10 rep1",15-Ear-leaf,B73,Ear-leaf,Ear-leaf,Ear-leaf,small RNA
SRR18584150,32291419,603304244,18,818,SRX14712943,GSM5994126,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475278,SAMN27178117,simple,4577,Zea mays,GSM5994126,Huazhong Agricultural University,SRA1400805,10,2022,Makar,08-First Leaf-N(V3),"B73, srna-4 rep2",08-First Leaf-N(V3),B73,First Leaf-N(V3),V3,V3,small RNA
SRR18584149,15848212,340789898,21,197,SRX14712944,GSM5994139,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475277,SAMN27178104,simple,4577,Zea mays,GSM5994139,Huazhong Agricultural University,SRA1400805,10,2022,Makar,16-SAM(V1),"B73, srna-11 rep1",16-SAM(V1),B73,SAM(V1),V1,V1,small RNA
SRR18584148,40046217,878074592,21,1068,SRX14712945,GSM5994140,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475279,SAMN27178103,simple,4577,Zea mays,GSM5994140,Huazhong Agricultural University,SRA1400805,10,2022,Makar,16-SAM(V1),"B73, srna-11 rep2",16-SAM(V1),B73,SAM(V1),V1,V1,small RNA
SRR18584147,25272784,501814550,19,651,SRX14712946,GSM5994141,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475280,SAMN27178102,simple,4577,Zea mays,GSM5994141,Huazhong Agricultural University,SRA1400805,10,2022,Makar,19-Stem(V6),"B73, srna-12 rep1",19-Stem(V6),B73,Stem(V6),V6,V6,small RNA
SRR18584146,27682021,581646189,21,330,SRX14712947,GSM5994142,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475281,SAMN27178101,simple,4577,Zea mays,GSM5994142,Huazhong Agricultural University,SRA1400805,10,2022,Makar,19-Stem(V6),"B73, srna-12 rep2",19-Stem(V6),B73,Stem(V6),V6,V6,small RNA
SRR18584145,30880044,593612447,19,784,SRX14712948,GSM5994143,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475282,SAMN27178100,simple,4577,Zea mays,GSM5994143,Huazhong Agricultural University,SRA1400805,10,2022,Makar,20-Internode(V6),"B73, srna-13 rep1",20-Internode(V6),B73,Internode(V6),V6,V6,small RNA
SRR18584144,18122961,400924801,22,222,SRX14712949,GSM5994144,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475283,SAMN27178099,simple,4577,Zea mays,GSM5994144,Huazhong Agricultural University,SRA1400805,10,2022,Makar,20-Internode(V6),"B73, srna-13 rep2",20-Internode(V6),B73,Internode(V6),V6,V6,small RNA
SRR18584143,40364852,866482807,21,1060,SRX14712950,GSM5994145,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475284,SAMN27178098,simple,4577,Zea mays,GSM5994145,Huazhong Agricultural University,SRA1400805,10,2022,Makar,21-2mmear,"B73, srna-14 rep1",21-2mmear,B73,2mmear,2mmear,2mmear,small RNA
