Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,Stage,strain,cell line,cell type,treatment,GEO Accession
SRR16299909,13794869,1379486900,100,428,SRX12578732,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534570,SAMN22227792,simple,10090,Mus musculus,GSM5622926,GEO,SRA1309682,02,2023,Ozadam,1-cell Embryo,Ribo-ITP-1cell-3,4-cell Embryo,4-cell Embryo,C57BL/6J x CAST/EiJ,,,,GSM5622934
SRR16299910,18365602,1836560200,100,585,SRX12578732,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534570,SAMN22227792,simple,10090,Mus musculus,GSM5622926,GEO,SRA1309682,02,2023,Ozadam,1-cell Embryo,Ribo-ITP-1cell-3,8-cell Embryo,8-cell Embryo,C57BL/6J x CAST/EiJ,,,,GSM5622935
SRR16299911,16237393,1623739300,100,502,SRX12578733,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534571,SAMN22227793,simple,10090,Mus musculus,GSM5622927,GEO,SRA1309682,02,2023,Ozadam,1-cell Embryo,Ribo-ITP-1cell-4,8-cell Embryo,8-cell Embryo,C57BL/6J x CAST/EiJ,,,,GSM5622936
SRR16299912,17438622,1743862200,100,556,SRX12578733,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534571,SAMN22227793,simple,10090,Mus musculus,GSM5622927,GEO,SRA1309682,02,2023,Ozadam,1-cell Embryo,Ribo-ITP-1cell-4,8-cell Embryo,8-cell Embryo,C57BL/6J x CAST/EiJ,,,,GSM5622937
SRR16299913,21420128,2142012800,100,670,SRX12578734,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534572,SAMN22227798,simple,10090,Mus musculus,GSM5622928,GEO,SRA1309682,02,2023,Ozadam,2-cell Embryo,Ribo-ITP-1cell-5,8-cell Embryo,8-cell Embryo,C57BL/6J x CAST/EiJ,,,,GSM5622938
SRR16299914,25265602,2526560200,100,809,SRX12578734,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534572,SAMN22227798,simple,10090,Mus musculus,GSM5622928,GEO,SRA1309682,02,2023,Ozadam,2-cell Embryo,Ribo-ITP-1cell-5,GV-stage Oocyte,GV-stage Oocyte,C57BL/6J,,,,GSM5622939
SRR16299915,35259588,3525958800,100,1086,SRX12578735,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534573,SAMN22227799,simple,10090,Mus musculus,GSM5622929,GEO,SRA1309682,02,2023,Ozadam,2-cell Embryo,Ribo-ITP-2cell-1,GV-stage Oocyte,GV-stage Oocyte,C57BL/6J,,,,GSM5622940
SRR16299916,26457203,2645720300,100,838,SRX12578735,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534573,SAMN22227799,simple,10090,Mus musculus,GSM5622929,GEO,SRA1309682,02,2023,Ozadam,2-cell Embryo,Ribo-ITP-2cell-1,GV-stage Oocyte,GV-stage Oocyte,C57BL/6J,,,,GSM5622941
SRR16299917,24052670,2405267000,100,741,SRX12578736,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534574,SAMN22227800,simple,10090,Mus musculus,GSM5622930,GEO,SRA1309682,02,2023,Ozadam,2-cell Embryo,Ribo-ITP-2cell-2,GV-stage Oocyte,GV-stage Oocyte,C57BL/6J,,,,GSM5622942
SRR16299918,22306942,2230694200,100,705,SRX12578736,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534574,SAMN22227800,simple,10090,Mus musculus,GSM5622930,GEO,SRA1309682,02,2023,Ozadam,2-cell Embryo,Ribo-ITP-2cell-2,MII-stage Oocyte,MII-stage Oocyte,C57BL/6J,,,,GSM5622943
SRR16299919,25772165,2577216500,100,802,SRX12578737,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534575,SAMN22227801,simple,10090,Mus musculus,GSM5622931,GEO,SRA1309682,02,2023,Ozadam,2-cell Embryo,Ribo-ITP-2cell-3,MII-stage Oocyte,MII-stage Oocyte,C57BL/6J,,,,GSM5622944
SRR16299920,20357511,2035751100,100,649,SRX12578737,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534575,SAMN22227801,simple,10090,Mus musculus,GSM5622931,GEO,SRA1309682,02,2023,Ozadam,2-cell Embryo,Ribo-ITP-2cell-3,MII-stage Oocyte,MII-stage Oocyte,C57BL/6J,,,,GSM5622945
SRR16299921,23327463,2332746300,100,738,SRX12578738,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534576,SAMN22227802,simple,10090,Mus musculus,GSM5622932,GEO,SRA1309682,02,2023,Ozadam,4-cell Embryo,Ribo-ITP-4cell-1,MII-stage Oocyte,MII-stage Oocyte,C57BL/6J,,,,GSM5622946
SRR16299922,31783138,3178313800,100,1024,SRX12578738,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS10534576,SAMN22227802,simple,10090,Mus musculus,GSM5622932,GEO,SRA1309682,02,2023,Ozadam,4-cell Embryo,Ribo-ITP-4cell-1,1-cell Embryo,1-cell Embryo,C57BL/6J x CAST/EiJ,,,,GSM5622947
SRR24205223,3860856,389946456,101,127,SRX20001805,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS17346454,SAMN34234169,simple,9606,Homo sapiens,GSM7182540,GEO,SRA1309682,04,2023,Ozadam,K562,Ribo-ITP-K562-1cell-1,1-cell Embryo,1-cell Embryo,C57BL/6J x CAST/EiJ,,,,GSM5622948
SRR24205224,5448698,550318498,101,181,SRX20001806,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS17346455,SAMN34234170,simple,9606,Homo sapiens,GSM7182541,GEO,SRA1309682,04,2023,Ozadam,K562,Ribo-ITP-K562-1cell-2,K562,,,K562,,,GSM5622908
SRR24205225,1782610,180043610,101,59,SRX20001807,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP341033,PRJNA770650,37344592,"",SRS17346456,SAMN34234171,simple,9606,Homo sapiens,GSM7182542,GEO,SRA1309682,04,2023,Ozadam,K562,Ribo-ITP-K562-1cell-3,K562,,,K562,,,GSM5622909
SRR24205226,584426,59027026,101,35,SRX20001808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP341033,PRJNA770650,37344592,"",SRS17346457,SAMN34234172,simple,9606,Homo sapiens,GSM7182543,GEO,SRA1309682,04,2023,Ozadam,K562,Ribo-ITP-K562-1cell-4,K562,,,K562,,,GSM5622910
SRR24205227,5739372,344362320,60,108,SRX20001808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP341033,PRJNA770650,37344592,"",SRS17346457,SAMN34234172,simple,9606,Homo sapiens,GSM7182543,GEO,SRA1309682,04,2023,Ozadam,K562,Ribo-ITP-K562-1cell-4,K562,,,K562,,,GSM5622911
SRR24205228,741441,74885541,101,45,SRX20001809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP341033,PRJNA770650,37344592,"",SRS17346458,SAMN34234173,simple,9606,Homo sapiens,GSM7182544,GEO,SRA1309682,04,2023,Ozadam,K562,Ribo-ITP-K562-1cell-5,K562,,,K562,,,GSM5622912
SRR24205229,9876444,592586640,60,187,SRX20001809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP341033,PRJNA770650,37344592,"",SRS17346458,SAMN34234173,simple,9606,Homo sapiens,GSM7182544,GEO,SRA1309682,04,2023,Ozadam,K562,Ribo-ITP-K562-1cell-5,K562,,,K562,,,GSM5622913
