Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,expressing,sequencing protocol,rip antibody,antibody manufacturer,inline barcode1,inline barcode2,adapter,GEO Accession
SRR12382217,23974572,1822067472,76,664,SRX8880898,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140891,SAMN15721329,simple,9606,Homo sapiens,GSM4709538,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high rep1,HEK293T,HEK293T,,,,,,,,GSM4709538
SRR12382218,34811833,2645699308,76,963,SRX8880899,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140893,SAMN15721326,simple,9606,Homo sapiens,GSM4709539,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high rep2,HEK293T,HEK293T,,,,,,,,GSM4709539
SRR12382219,25730309,1955503484,76,714,SRX8880900,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140894,SAMN15721317,simple,9606,Homo sapiens,GSM4709540,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 72h low rep1,HEK293T,HEK293T,,,,,,,,GSM4709540
SRR12382220,26335394,2001489944,76,730,SRX8880901,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140895,SAMN15721309,simple,9606,Homo sapiens,GSM4709541,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 72h low rep2,HEK293T,HEK293T,,,,,,,,GSM4709541
SRR12382221,2276087,229884787,101,63,SRX8880902,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140896,SAMN15721294,simple,9606,Homo sapiens,GSM4709542,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 72h high rep1,HEK293T,HEK293T,,,,,,,,GSM4709542
SRR12382222,4528822,457411022,101,124,SRX8880903,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140897,SAMN15721279,simple,9606,Homo sapiens,GSM4709543,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 72h high rep2,HEK293T,HEK293T,,,,,,,,GSM4709543
SRR12382223,63220737,6322073700,100,1828,SRX8880904,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140898,SAMN15721266,simple,9606,Homo sapiens,GSM4709544,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS3-STAMP none,HEK293T,HEK293T,,,,,,,,GSM4709544
SRR12382225,64222617,6422261700,100,1849,SRX8880905,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140899,SAMN15721252,simple,9606,Homo sapiens,GSM4709545,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS3-STAMP high,HEK293T,HEK293T,,,,,,,,GSM4709545
SRR12382226,33765253,2566159228,76,883,SRX8880906,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140900,SAMN15721238,simple,9606,Homo sapiens,GSM4709546,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high Torin-1 rep1,HEK293T,HEK293T,,,,,,,,GSM4709546
SRR12382227,9224886,701091336,76,241,SRX8880907,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140901,SAMN15721224,simple,9606,Homo sapiens,GSM4709547,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high Torin-1 rep2,HEK293T,HEK293T,,,,,,,,GSM4709547
SRR12382228,10022538,761712888,76,262,SRX8880908,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140902,SAMN15721222,simple,9606,Homo sapiens,GSM4709548,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high insulin rep1,HEK293T,HEK293T,,,,,,,,GSM4709548
SRR12382229,26694450,2028778200,76,718,SRX8880909,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140903,SAMN15721221,simple,9606,Homo sapiens,GSM4709549,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high insulin rep2,HEK293T,HEK293T,,,,,,,,GSM4709549
SRR12389273,837534,727351579,868,545,SRX8887795,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP275847,PRJNA655251,33963355,"",SRS7147431,SAMN15731430,simple,9606,Homo sapiens,GSM4711012,GEO,SRA1108227,05,2021,Brannan,control-STAMP,control-STAMP Direct RNA,control-STAMP,HEK293T,only APOBEC,directly sequenced on a MinION,,,,,,GSM4711012
SRR12389274,8357855,8696427957,1040,7883,SRX8887796,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,SRP275847,PRJNA655251,33963355,"",SRS7147429,SAMN15731429,simple,9606,Homo sapiens,GSM4711013,GEO,SRA1108227,05,2021,Brannan,control-STAMP,control-STAMP Direct cDNA,control-STAMP,HEK293T,only APOBEC,converted to cDNA sequenced on a ProthemION,,,,,,GSM4711013
SRR12389275,1702076,1526473310,896,1193,SRX8887797,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP275847,PRJNA655251,33963355,"",SRS7147430,SAMN15731424,simple,9606,Homo sapiens,GSM4711014,GEO,SRA1108227,05,2021,Brannan,RBFOX2-STAMP,RBFOX2-STAMP Direct RNA,RBFOX2-STAMP,HEK293T,RBFOX2-APOBEC fusion,directly sequenced on a MinION,,,,,,GSM4711014
SRR12389276,24940447,25169445805,1009,21646,SRX8887798,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,SRP275847,PRJNA655251,33963355,"",SRS7147432,SAMN15731421,simple,9606,Homo sapiens,GSM4711015,GEO,SRA1108227,05,2021,Brannan,RBFOX2-STAMP,RBFOX2-STAMP Direct cDNA,RBFOX2-STAMP,HEK293T,RBFOX2-APOBEC fusion,converted to cDNA sequenced on a ProthemION,,,,,,GSM4711015
SRR12391497,444501891,43561185318,98,8849,SRX8889932,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP276054,PRJNA655413,33963355,"",SRS7149411,SAMN15734793,simple,9606,Homo sapiens,GSM4711280,GEO,SRA1108560,05,2021,Brannan,HEK293T/NPC mix,NPC_HEK_control-STAMP,HEK293T/NPC mix,HEK293T/NPC mix,APOBEC1,,,,,,,GSM4711280
SRR12391498,465313539,45600726822,98,8816,SRX8889933,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP276054,PRJNA655413,33963355,"",SRS7149412,SAMN15734791,simple,9606,Homo sapiens,GSM4711281,GEO,SRA1108560,05,2021,Brannan,HEK293T/NPC mix,NPC_HEK_RBFOX2-STAMP,HEK293T/NPC mix,HEK293T/NPC mix,RBFOX2,,,,,,,GSM4711281
SRR12391499,887636932,81107291842,91,19043,SRX8889934,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP276054,PRJNA655413,33963355,"",SRS7149413,SAMN15734789,simple,9606,Homo sapiens,GSM4711282,GEO,SRA1108560,05,2021,Brannan,HEK293T,RBP-STAMP,HEK293T,HEK293T,RBFOX2/TIA1,,,,,,,GSM4711282
SRR12391500,569302766,55791671068,98,12260,SRX8889935,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP276054,PRJNA655413,33963355,"",SRS7149414,SAMN15734788,simple,9606,Homo sapiens,GSM4711283,GEO,SRA1108560,05,2021,Brannan,HEK293T,control-STAMP,HEK293T,HEK293T,APOBEC1,,,,,,,GSM4711283
SRR12391501,587033102,57529243996,98,12561,SRX8889936,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP276054,PRJNA655413,33963355,"",SRS7149415,SAMN15734787,simple,9606,Homo sapiens,GSM4711284,GEO,SRA1108560,05,2021,Brannan,HEK293T,RPS2-STAMP,HEK293T,HEK293T,RPS2,,,,,,,GSM4711284
SRR12391632,10693694,868070947,40,291,SRX8890019,,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP276058,PRJNA655419,33963355,"",SRS7149483,SAMN15734832,simple,9606,Homo sapiens,GSM4711321,GEO,SRA1108566,05,2021,Brannan,HEK293T,TIA1 rep1 clip,HEK293T,HEK293T,,,anti-TIA1,MBL,A01 (AAGCAAT),B06 (GGCTTGT),,GSM4711321
SRR12391633,4249735,379146196,44,178,SRX8890020,,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP276058,PRJNA655419,33963355,"",SRS7149484,SAMN15734824,simple,9606,Homo sapiens,GSM4711322,GEO,SRA1108566,05,2021,Brannan,HEK293T,TIA1 rep2 clip,HEK293T,HEK293T,,,anti-TIA1,MBL,C01 (ACAAGTT),D8f (TGGTCCT),,GSM4711322
SRR12391634,20254358,938014391,46,460,SRX8890021,,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP276058,PRJNA655419,33963355,"",SRS7149485,SAMN15734823,simple,9606,Homo sapiens,GSM4711323,GEO,SRA1108566,05,2021,Brannan,HEK293T,TIA1 input,HEK293T,HEK293T,,,none,,None (NIL),None (NIL),,GSM4711323
SRR12774694,36555948,2778252048,76,958,SRX9245202,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7477889,SAMN16367780,simple,9606,Homo sapiens,GSM4818032,GEO,SRA1107477,05,2021,Brannan,APOBEC-STAMP,APOBEC-STAMP 48h high Torin-1,APOBEC-STAMP,HEK293T,,,,,,,,GSM4818032
SRR13663711,24838508,1887726608,76,636,SRX10055396,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP305416,PRJNA700720,33963355,"",SRS8217982,SAMN17838292,simple,9606,Homo sapiens,GSM5070681,GEO,SRA1193775,05,2021,Brannan,HEK293T,"HEK293T, TIA1 rep1 input",HEK293T,HEK293T,,,none,Abcam,,,InvRNA3,GSM5070681
SRR13663712,13070476,993356176,76,333,SRX10055397,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP305416,PRJNA700720,33963355,"",SRS8217983,SAMN17838291,simple,9606,Homo sapiens,GSM5070682,GEO,SRA1193775,05,2021,Brannan,HEK293T,"HEK293T, TIA1 rep2 input",HEK293T,HEK293T,,,none,Abcam,,,InvRNA3,GSM5070682
SRR13663713,23232509,1765670684,76,597,SRX10055398,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP305416,PRJNA700720,33963355,"",SRS8217984,SAMN17838290,simple,9606,Homo sapiens,GSM5070683,GEO,SRA1193775,05,2021,Brannan,HEK293T,"HEK293T, TIA1 rep1 clip",HEK293T,HEK293T,,,anti-HA tag antibody,Abcam,,,InvRNA3,GSM5070683
SRR13663714,33888797,2575548572,76,878,SRX10055399,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP305416,PRJNA700720,33963355,"",SRS8217985,SAMN17838289,simple,9606,Homo sapiens,GSM5070684,GEO,SRA1193775,05,2021,Brannan,HEK293T,"HEK293T, TIA1 rep2 clip",HEK293T,HEK293T,,,anti-HA tag antibody,Abcam,,,InvRNA3,GSM5070684
SRR13663715,22164085,1684470460,76,567,SRX10055400,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP305416,PRJNA700720,33963355,"",SRS8217986,SAMN17838288,simple,9606,Homo sapiens,GSM5070685,GEO,SRA1193775,05,2021,Brannan,HEK293T,"HEK293T, RBFOX2 rep1 input",HEK293T,HEK293T,,,none,Abcam,,,InvRNA3,GSM5070685
SRR13663716,22351436,1698709136,76,583,SRX10055401,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP305416,PRJNA700720,33963355,"",SRS8217987,SAMN17838287,simple,9606,Homo sapiens,GSM5070686,GEO,SRA1193775,05,2021,Brannan,HEK293T,"HEK293T, RBFOX2 rep2 input",HEK293T,HEK293T,,,none,Abcam,,,InvRNA3,GSM5070686
SRR13663717,39761648,3021885248,76,1024,SRX10055402,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP305416,PRJNA700720,33963355,"",SRS8217988,SAMN17838286,simple,9606,Homo sapiens,GSM5070687,GEO,SRA1193775,05,2021,Brannan,HEK293T,"HEK293T, RBFOX2 rep1 clip",HEK293T,HEK293T,,,anti-HA tag antibody,Abcam,,,InvRNA3,GSM5070687
SRR13663718,33444662,2541794312,76,888,SRX10055403,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP305416,PRJNA700720,33963355,"",SRS8217989,SAMN17838285,simple,9606,Homo sapiens,GSM5070688,GEO,SRA1193775,05,2021,Brannan,HEK293T,"HEK293T, RBFOX2 rep2 clip",HEK293T,HEK293T,,,anti-HA tag antibody,Abcam,,,InvRNA3,GSM5070688
SRR13663731,7819,23584116,3016,12,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,,,,,,,,GSM5070701
SRR13663732,33920,88891256,2620,38,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,,,,,,,,GSM5070702
SRR13663733,40240,111682035,2775,49,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709474
SRR13663734,41468,119623016,2884,52,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709475
SRR13663735,14122,36417519,2578,17,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709476
SRR13663736,20757,57142553,2752,27,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709477
SRR13663737,28329,81454972,2875,39,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709478
SRR13663738,11134,36092902,3241,19,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709479
SRR13663739,15576,51926719,3333,28,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709480
SRR13663740,126649,312535539,2467,141,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709481
SRR13663741,172903,458184347,2649,208,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709482
SRR13663742,227556,635178702,2791,293,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709483
SRR13663743,25297,73575652,2908,39,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709484
SRR13663744,33417,102691880,3073,55,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709485
SRR13663745,34567,110242738,3189,60,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",HEK293T,HEK293T,,,,,,,,GSM4709486
SRR13663746,17645,59069914,3347,32,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709487
SRR13663747,30042,84841382,2824,37,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709488
SRR13663748,40988,123788148,3020,55,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709489
SRR13663749,32342,85159180,2633,37,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709490
SRR13663750,31519,90700478,2877,43,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709491
SRR13663751,23807,69995865,2940,34,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709492
SRR13663752,22347,60755233,2718,28,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709493
SRR13663753,15574,54256116,3483,29,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709494
SRR13663754,12289,38824781,3159,20,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709495
SRR13663755,251917,710473192,2820,327,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709496
SRR13663756,216623,627311943,2895,291,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709497
SRR13663757,194939,498775739,2558,228,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709498
SRR13663758,30285,95829587,3164,52,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709499
SRR13663759,34268,114452662,3339,63,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709500
SRR13663760,29034,86070839,2964,46,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",HEK293T,HEK293T,,,,,,,,GSM4709501
