id,title,abstract
PRJNA766610,Start codon-associated ribosomal frameshifting mediates nutrient stress adaptation,"A translating ribosome is typically thought to follow the reading frame defined by the selected start codon. Using super-resolution ribosome profiling, here we report pervasive out-of-frame translation from the start codon. Unlike programmable frameshifting during elongation, start codon-associated ribosome frameshifting (SCARF) stems from the slippage of the initiating ribosome. Using a massively paralleled reporter assay, we uncovered sequence elements acting as SCARF enhancers or repressors, implying that start codon recognition is coupled with reading frame fidelity. This finding explains thousands of mass spectrometry spectra unannotated from human proteome. Mechanistically, we find that the eukaryotic initiation factor 5B (eIF5B) maintains the reading frame fidelity during the transition from initiation to elongation. Intriguingly, amino acid starvation induces SCARF by proteasomal degradation of eIF5B. The stress-induced SCARF products provide a degradative source to mitigate amino acid scarcity during starvation. Our findings illustrate the beneficial effect of divergent translation in nutrient stress adaptation. Overall design: Ezra-seq in different cells or mouse tissues"
PRJNA765955,The dynamic rRNA ribomethylome drives stemness in acute myeloid leukemia [ribomethseq_primary_samples],"Eukaryotic ribosomal RNA carries diverse posttranscriptional modifications, the function of which are mostly unexplored. The evolutionarily conserved 2'-O-methylation (2'-O-Me) occurs at more than 100 sites and is essential for ribosome biogenesis. Plasticity of 2´-O-Me in ribosomes and its functional consequences in human disease remain to be elucidated. We performed RiboMethSeq to  estabolish the full rRNA 2'-O-Me landscape (ribomethylome) in human acute myeloid leukemia (AML) through profiling 94 patient samples as well as 21 normal hematopoietic samples of 5 different lineages.  The gene expression in the same samples was determined by RNA-Seq.  We found that higher 2'-O-methylation on exterior dynamic sites associated with leukemia stem cell (LSC) signatures. Overall design: 94 primary AMLs and 21 normal hematopoeitic cells of 5 different lineages was used for RiboMethSeq. The gene expression profiling in the same samples was determined by RNA-Seq. The association of rRNA 2'-O-Me pattern was confirmed with second independent AML cohort."
PRJNA765951,Translational regulation in response to sulfur in Sorghum bicolor,"Sorghum is a C4 cereal important not only as food, but also as forage and a bioenergy resource. Its resistance to harsh environments has made it an agriculturally important research subject. Recent accumulation of genomic and transcriptomic information has facilitated genetic studies. Yet genome-wide translational profiles in sorghum are still missing, although increasing evidence has demonstrated that translation is an important regulatory step, and the transcriptome does not necessarily reflect the profile of functional protein production in some organisms. Deep sequencing of ribosome-protected mRNA fragments (ribosome profiling, or Ribo-seq) has enabled genome-wide analysis of translation. In this study, we took advantage of Ribo-seq and identified actively translated reading frames throughout the genome. We detected translation of 7,304 main ORFs annotated in the sorghum reference genome version 3.1 and revealed a number of unannotated translational events. A comparison of the transcriptome and translatome between sorghums grown under normal and sulfur-deficient conditions revealed that gene expression is modulated independently at transcript levels and translation levels. Our study revealed the translational landscape of sorghum's response to sulfur and provides datasets that could serve as a fundamental resource to extend research on sorghum, including translational studies. Overall design: Whole shoot tissues of 13-day-after-sowing Sorghum bicolor grown under Control and sulfur deficiency conditions (Ctrl, 500 µM; Sminus, 0 µM). 3 biological replicates."
PRJNA765942,The dynamic rRNA ribomethylome drives stemness in acute myeloid leukemia [mRNA_primary_samples],"Eukaryotic ribosomal RNA carries diverse posttranscriptional modifications, the function of which are mostly unexplored. The evolutionarily conserved 2'-O-methylation (2'-O-Me) occurs at more than 100 sites and is essential for ribosome biogenesis. Plasticity of 2´-O-Me in ribosomes and its functional consequences in human disease remain to be elucidated. We performed RiboMethSeq to  estabolish the full rRNA 2'-O-Me landscape (ribomethylome) in human acute myeloid leukemia (AML) through profiling 94 patient samples as well as 21 normal hematopoietic samples of 5 different lineages.  The gene expression in the same samples was determined by RNA-Seq. We found that higher 2'-O-methylation on exterior dynamic sites associated with leukemia stem cell (LSC) signatures. Overall design: The gene expression profiling in the 90 AML samples was determined by RNA-Seq. The association of rRNA 2'-O-Me pattern with gene expression signature was investigated."
PRJNA764910,Ribosome profiling data of HEK293T cells treated with C13-benzamidyl cycloheximide,"We performed ribosome profiling in HEK293T cells with treatment with either C13-benzamidyl cycloheximide (hereafter benzamide) or cycloheximide. Overall design: In order to evaluate the effect that the benzamide has on genome-wide ribosome occupancy, we performed ribosome profiling in duplicate and compared 1-minute pretreatment with 350 µM benzamide or with 350 µM cycloheximide."
PRJNA764085,Nascent polypeptide within the exit tunnel stabilizes the ribosome to counteract risky translation,"Continuous translation elongation, irrespective of amino acid sequences, is a prerequisite for living organisms to produce their proteomes. However, the risk of elongation abortion is concealed within nascent polypeptide products. For example, negatively charged sequences with occasional intermittent prolines, termed intrinsic ribosome destabilization (IRD) sequences, destabilizes the translating ribosomal complex. Thus, some nascent chain sequences lead to premature translation cessation. Here, we show that most potential IRD sequences in the middle of open reading frames remain cryptic by two mechanisms: the nascent polypeptide itself that spans the exit tunnel and its bulky amino acid residues that occupy the tunnel entrance region. Thus, nascent polypeptide products have a built-in ability to ensure elongation continuity by serving as a bridge and thus by protecting the large and small ribosomal subunits from dissociation. Overall design: Ribosome profiling"
PRJNA764064,CRSPR/Cas9 gene knockout screen identifies colorectal cancer dependency on cryptic open reading frames,"Emerging evidence suggests that the cryptic translation beyond the annotated translatome may yield proteins with important function. However, the role and function mechanism of these cryptic ORFs in complex diseases such as cancer remain largely unknown. To fill this gap, we combined  ribosome profiling and CRISPR/Cas9 screen to systematically identify the colorectal cancer (CRC) dependency on cryptic ORFs. Overall design: CRISPR/Cas9 knockout screen and ribosome profiling to systematically discover nocanonical open reading frame encoded in long noncoding RNAs (lncRNAs) and explored their critical roles in colorectal cancer progression. RNA-Seq analysis the differernt expressed genes after SMMIP kockout or SMC1A knockdown. ChIP-Seq analysis SMC1A binding sites on genome."
PRJNA763584,TRL-1 undergoes phase separation to regulate the reproduction and longevity tradeoff,"The antagonistic pleiotropy theory of aging proposes that genes enhancing fitness in early life limit lifespan, but the molecular evidence remains underexplored. By profiling translatome changes in Caenorhabditis elegans during starvation recovery, we demonstrate that an open reading frame (ORF) trl-1 'hidden' within an annotated pseudogene significantly translates upon refeeding. trl-1 mutant animals increase brood sizes but shorten lifespan and specifically impair the germline deficiency-induced longevity. The loss of trl-1 abnormally upregulates the translation of vitellogenin that produces copious yolk to provision eggs, whereas vitellogenin overexpression is known to reduce lifespan. We show that TRL-1 protein undergoes liquid-liquid phase separation, through which TRL-1 granules recruit vitellogenin mRNA and inhibit its translation. These results indicate that trl-1 functions as an antagonistic pleiotropic gene to regulate the reproduction-longevity tradeoff by optimizing nutrient production for the next generation. Overall design: Ribo-Seq and RNA-Seq of starved six days C. elegans larvae refed with bacterial food for 0, 10, 30, and 60 minutes (min) in wide-type(N2) animals , trl-1(cas1077) animals and trl-1(cas1078) animals. A reference sample was collected from the same culture condition from the non-starved (NS) animals, each strain was analyzed in biological duplicate."
PRJEB44238,Ribo-seq of HEK293T overexpressing WT and G240R GARS,"Charcot-Marie-Tooth (CMT) disease can be caused by mutations in Aminoacyl-tRNA-Synthetases, including G240R mutation in Glycyl-tRNA-Synthetase (GARS). Ribo-seq generates snapshots of translating ribosomes on mRNA and therefore allows analysis of ribosome pausing mRNA. Here we performed Ribo-seq on lysates of HEK293T cells overexpressing GARS, WT or G240R, to dissect mechanism of CMT linked with translation. We found that GARS G240R causes pausing of ribosomes with glycine codons in A-site. The effect is specific for 21 nt ribosome-protected fragments, produced by ribosomes with empty A-sites, suggestive of the deficit of charged Glycyl-tRNA in GARS G240R-CMT."
PRJNA763037,Identification of ncRNA-coding peptides by RNA-seq and ribo-seq in longissimus muscle of buffalo and cattle,"To analyze the regulation of skeletal muscle development. And explore the function of coding products of non coding RNA in skeletal muscle. LncRNAs and circRNAs of bovine skeletal muscle were identified by transcriptome analysis to predict potential ORFs. Combined with ribosomal translation fragments, ORFs and their source ncRNAs were screened and identified."
PRJNA762342,Effects of tRNA[Ser]Sec anticodon stem loop modifications on selenoprotein expression,"Expression of selenoproteins requires the co-translational incorporation of selenocysteine (Sec) in response to an in-frame UGA codon. The machinery of UGA/Sec re-coding is complex and many factors affect the hierarchy of expression among selenoproteins, including modification of tRNA[Ser]Sec. Its hyper-modification in the anticodon stem loop is influenced by selenium bioavailability, and a mutation in adenosine 37 (A37) that abrogates isopentenylation, has a profound effect on selenoprotein expression in mice. Patients with mutations in tRNA-isopentenyl-transferase (TRIT1) show a severe neurological disorder and hence we wondered whether mutations in TRIT1 negatively affected the expression of selenoproteins. Fibroblasts from a patient carrying a pathogenic R323Q mutation in TRIT1 in homozygosity did not show decreased selenoprotein expression, although recombinant TRIT1R323Q had significantly reduced activity in vitro towards anticodon stem-loop substrates. We thus engineered mice conditionally deficient in Trit1 in hepatocytes and neurons. Selenoprotein expression as assessed by western blotting, 75Se metabolic labeling, and ribosomal profiling was not decreased despite the general reduction of N6-isopentenyl-adenosine in tRNAs. We show that 5-methylcarboxymethylation and 2'O-methylation of U34 occur independently of isopentenylation of A37 in tRNA[Ser]Sec. Reanalyzing previously published ribosomal profiling datasets, we demonstrate that (i) failure of 5-carboxymethylation at U34 is associated with reduced expression of GPX1, but not GPX4, and that (ii) FTSJ1 is not the elusive U34-2'O-methyltransferase involved in the methylation of tRNA[Ser]Sec. Overall design: Ribosome profiling of liver samples from 3 Trit1-deficient mice and 3 control mice"
PRJEB45612,Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.,Ribosome profiling and RNA-seq were carried out at multiple timepoints including 30oC and 40oC temperatures.
PRJNA760925,Controlling tissue patterning by translational regulation of signaling transcripts through the core translation factor eIF3c [II],"Although gene expression is tightly regulated during embryonic development, the impact of translational control has received less experimental attention. Here, we find that eukaryotic translation initiation factor-3 (eIF3) is required for Shh-mediated tissue patterning.  Analysis of loss-of-function  eIF3 subunit c (Eif3c) mice reveal a unique sensitivity to the Shh receptor Patched 1 (Ptch1) dosage. Genome-wide in vivo enhanced cross-linking immunoprecipitation sequence (eCLIP-seq) shows unexpected specificity for eIF3 binding to a pyrimidine rich motif present in subsets of 5'-UTRs and a corresponding change in the translation of these transcripts by ribosome profiling in Eif3c loss-of-function embryos. We further find that while Eif3c loss-of-function embryos do not show a global decrease in protein synthesis, translation of Ptch1 through this pyrimidine rich motif is specifically sensitive to eIF3 amount. Altogether, this work uncovers hidden specificity of housekeeping translation initiation machinery for the translation of key developmental signaling transcripts. Overall design: eCLIP-seq"
PRJNA760922,Controlling tissue patterning by translational regulation of signaling transcripts through the core translation factor eIF3c [I],"Although gene expression is tightly regulated during embryonic development, the impact of translational control has received less experimental attention. Here, we find that eukaryotic translation initiation factor-3 (eIF3) is required for Shh-mediated tissue patterning.  Analysis of loss-of-function  eIF3 subunit c (Eif3c) mice reveal a unique sensitivity to the Shh receptor Patched 1 (Ptch1) dosage. Genome-wide in vivo enhanced cross-linking immunoprecipitation sequence (eCLIP-seq) shows unexpected specificity for eIF3 binding to a pyrimidine rich motif present in subsets of 5'-UTRs and a corresponding change in the translation of these transcripts by ribosome profiling in Eif3c loss-of-function embryos. We further find that while Eif3c loss-of-function embryos do not show a global decrease in protein synthesis, translation of Ptch1 through this pyrimidine rich motif is specifically sensitive to eIF3 amount. Altogether, this work uncovers hidden specificity of housekeeping translation initiation machinery for the translation of key developmental signaling transcripts. Overall design: Ribosome profiling (Ribo-seq)/RNA-seq"
PRJNA759858,The landscape of mRNA translation in Arabidopsis Col-0 seedling,We used Ribo-seq (Ribosome profiling) combining with RNA-seq to explore the translational landscape of Arabidopsis Col-0 seedling. We generated 6 biological replicates of RNA-seq and Ribo-seq data for Arabidopsis Col-0 seedling. 3 of the replicates were collected after 20 minutes of 0.1% DMSO treatment and the other 3 samples were collected after 60 minutes of DMSO treatmeant. The resulting RNA-seq and Ribo-seq files were used to discover translated up-stream ORFs (uORFs) and analyze the translation efficiency of uORF-containing genes in Arabidopsis. Overall design: 6 biological replicates of 7-day old Arabidopsis seedling collected and processed for Ribo-seq and RNA-seq sample preparation. The Ribo-seq library was sequenced with illumina single-end 50 sequencing and the RNA-seq library was sequenced with illumina paired-end 100 sequencing.
PRJNA757962,Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq],"Oligodendrocytes are specialized cells that confer neuronal myelination. Leukodystrophies associated with oligodendrocyte and hypomyelination are known to result when a number of tRNA metabolism genes are mutated. Thus, for unknown reasons, oligodendrocytes may be hypersensitive to perturbations in tRNA biology. In this study, we survey the tRNA transcriptome in the murine oligodendrocytes cell lineage in an effort to understanding the molecular underpinning for human disease. We find that specific tRNAs are hypomodified in oligodendrocytes within or near the anticodon. This hypomodified state may be the result of differential expression of key modification enzymes during oligodendrocyte differentiation. Moreover, we observe a concomitant relationship between tRNA hypomodification and tRNA decoding potential; observing oligodendrocyte specific alterations in codon optimality-mediated mRNA decay and ribosome transit. Our results reveal that oligodendrocytes naturally maintain a delicate, hypersensitized tRNA/mRNA axis. We suggest this axis underlies disease etiology when further insult to tRNA metabolism is introduced. Overall design: Ribosome profiling and associated RNA-Seq data (QuantM-seq) of murine Oligodendrocyte Progenitor Cells (OPCs) (2 replicates each) and Oligodendrocytes (OLs) (2 replicates each)"
PRJNA757274,Single-cell profiling of human bone marrow progenitors reveals mechanisms of failing erythropoiesis in Diamond-Blackfan anemia,"Ribosome dysfunction underlies the pathogenesis of many cancers and heritable ribosomopathies. Here we investigate how mutations in either ribosomal protein large (RPL) or ribosomal protein small (RPS) subunit genes selectively affect erythroid progenitor development and clinical phenotypes in Diamond-Blackfan anemia (DBA), a rare ribosomopathy with limited therapeutic options. Using single-cell assays of patient-derived bone marrow, we delineated two distinct cellular trajectories segregating with ribosomal protein genotypes: almost complete loss of erythroid specification were observed in RPS-DBA. In contrast, we observed relative preservation of qualitatively abnormal erythroid progenitors and precursors in RPL-DBA. Although both DBA genotypes exhibited a pro-inflammatory bone marrow milieu, RPS-DBA was characterized by erythroid differentiation arrest, whereas RPL-DBA was characterized by preserved GATA1 expression and activity. Compensatory stress erythropoiesis in RPL-DBA exhibited disordered differentiation underpinned by an altered glucocorticoid molecular signature, including reduced ZFP36L2 expression, leading to milder anemia and improved corticosteroid response. This integrative analysis approach identified distinct pathways of erythroid failure and defined genotype-phenotype correlations in DBA. These findings may help facilitate therapeutic target discovery. Overall design: Directional paired-end bulk RNAseq of CD34-Lin-CD71+GYPA+ erythroblasts FACS-isolated from human bone marrow from healthy controls (n=3) and patients with Diamond- Blackfan anemia (n=3 transfusion-dependent; n=1 transfusion independent and n=1 steroid-dependent)"
PRJNA756023,smORF atlas (part 2-RNASeq),"Small open reading frames (smORFs) can have important regulatory roles and give rise to stable proteins, yet their discovery based on sequence-based predictions and proteomics has been challenging. Ribosome profiling (Ribo-seq) data can provide valuable experimental evidence of RNA translation. Stringent analysis of P-sites, representing 1.3 billion high-confidence ribosome locations, revealed 5308 uORFs, 1652 smORFs in lincRNAs and 807 dORFs that are translated in humans. We here provide a comprehensive database of Ribo-seq smORFs for a more complete understanding of the translated human genome. Overall design: To validate smORF findings on a genome-wide level, we have collected, generated and processed RNAseq data from six primary human cell types and two human tissues."
PRJNA756018,smORF atlas (part 1-RiboSeq),"Small open reading frames (smORFs) can have important regulatory roles and give rise to stable proteins, yet their discovery based on sequence-based predictions and proteomics has been challenging. Ribosome profiling (Ribo-seq) data can provide valuable experimental evidence of RNA translation. Stringent analysis of P-sites, representing 1.3 billion high-confidence ribosome locations, revealed 5308 uORFs, 1652 smORFs in lincRNAs and 807 dORFs that are translated in humans. We here provide a comprehensive database of Ribo-seq smORFs for a more complete understanding of the translated human genome. Overall design: To identify smORFs on a genome-wide level, we have collected, generated and processed Ribo-seq data from seven primary human cell types and two human tissues."
PRJNA755296,Next Generation Sequencing identifies differentially translated genes regulated by PM2.5 exposure in BEAS-2B cells [Ribo-seq],We report the application of Ribosome sequencing for high-throughput profiling of tanslation efficiency in BEAS-2B cells after exposure to PM2.5. Overall design: Comparison of tanslation efficiency between  BEAS-2B cells exposed to PM2.5  and control cells.
PRJNA754447,Global and gene-specific translational regulation in Escherichia coli across different conditions,"How well mRNA transcript levels represent protein abundances has been a controversial issue. Particularly across different environments, correlations between mRNA and protein exhibit remarkable variability from gene to gene. Translational regulation is likely to be one of the key factors contributing to mismatches between mRNA level and protein abundance. Here, we quantified genome-wide transcriptome and relative translation efficiency (RTE) under 12 different conditions in Escherichia coli. By quantifying the mRNA-RTE correlation both across genes and across conditions, we uncovered a diversity of gene-specific translational regulations, cooperating with transcriptional regulations, in response to carbon (C), nitrogen (N), and phosphate (P) limitations. Intriguingly, we found that many genes regulating translation are themselves subject to translational regulation, suggesting possible direct feedbacks. Furthermore, we observed that genes with similar expression patterns share similar codon usage. Utilizing a random forest model, we confirmed that codon usage contributes to condition-dependent translational regulation. These findings broaden the understanding of translational regulation under environmental changes, and provide novel strategies for the control of translation in synthetic biology. Overall design: Ribosome profiling and RNA-seq of E. coli cells under 12 different conditions"
PRJNA753526,Transcription-wide distribution of dihydrouridine (D) into mRNAs reveals its requirement for meiotic chromosome segregation [Ribo/RNA-seq],"Here we have developed Rho-seq, an integrated pipeline detecting a range of modifications through differential modification-dependent Rhodamine labeling. Using Rho-seq, we report that the reduction of uridine to dihydrouridine by the Dus reductase family targets tRNAs in E. coli but expands to mRNAs is yeast. The modified mRNAs are enriched for cytoskeleton related encoded protein. We show that the a-tubulin encoding mRNA nda2 undergoes dihydrouridination, which affects its protein expression level. The absence of the modification onto the nda2 mRNA strongly impacts meiosis by inducing a metaphase delay or by completely preventing the formation of spindles during meiosis I and meiosis II, eventually resulting in low gamete viability. Collectively these data show that the codon specific reduction of uridine within mRNA is required for proper meiotic chromosome segregation and gamete viability. Overall design: Ribo-seq and total RNA-seq for matching samples of wild-type and delta4dus S. pombe cells"
PRJNA753487,An oncomicropeptide Regulates translation in leukemia,"We identified an oncomicropeptide that was enriched on ribosomes and regulated translation. We further performed the ribosome profiling and RNA-seq libraries sequenced to globally identify the mRNAs that the peptie targeted. Interestingly, the ribo-seq data has shown that a large number of mRNAs were significantly downregulated in the peptide-knockdown samples. Finally, we discovered that high expression of the peptide supported a specific translation program to facilitate cancer progression. Overall design: Sh-NC and sh-Speptide MOLM-13 cells used"
PRJNA753469,Optimisation of ribosome footprinting conditions for Ribo-Seq in human neuronal SH-SY5Y cells,"Our understanding of mRNA translation and its regulation has been transformed by the development of Ribosome profiling. This approach relies upon RNaseI footprinting of translating ribosomes in a precise manner to generate an accurate snapshot of ribosome positions with nucleotide resolution. Here we tested a variety of conditions, which contribute to the preciseness of ribosome footprinting and therefore the success of ribosome profiling. We found that NaCl concentration, RNaseI source, RNaseI amount and temperature of footprinting all contributed to the quality of ribosome footprinting in human neuroblastoma SH-SY5Y cells. These ideal conditions for footprinting also improved footprint quality when used with Drosophila melanogaster S2 cells. Footprinting under the same conditions generated different footprints sizes and framing patterns in human and D. melanogaster cells. We also found that treatment of S2 cells with cycloheximide prior to footprinting impacted the distribution of footprints across ORFs, without affecting overall read length distribution and framing pattern, as previously found in other organisms. Together our results indicate that a variety of factors affect ribosome footprint quality and the nature of precise footprinting varies across species."
PRJNA752585,Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq],"We report the genome-wide impact of rhythmic P-eIF2a levels in vivo by performing ribosome profiling and RNA-seq in Neurospora crassa samples grown over a circadian time course. We identified candidate genes which showed rhyhmic ribosome occupancy in WT cells but lost rhythms in mRNA levels and ribosome occupancy in the clock mutant Dfrq, eIF2a  kinase knockout Dcpc-3, and constitutively active kinase mutant cpc-3c cells. Select mRNAs harbor a P-body localization motif identified by MEME and MEME Suite's GOMo function. P-body localization of the target mRNAs provides an attractive mechanism for explaining translational rhythms from otherwise arrhythmic mRNAs. Overall design: RNA-seq (done in parallel with ribosome profiling) of Neurospora crassa WT, clock mutant Dfrq, eIF2a  kinase knockout Dcpc-3, and constitutively active kinase mutant cpc-3c mycelia, grown over a circadian time course. Each time point has a duplicate."
PRJNA752584,Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [Ribo-seq],"We report the genome-wide impact of rhythmic P-eIF2a levels in vivo by performing ribosome profiling and RNA-seq in Neurospora crassa samples grown over a circadian time course. We identified candidate genes which showed rhyhmic ribosome occupancy in WT cells but lost rhythms in mRNA levels and ribosome occupancy in the clock mutant Dfrq, eIF2a  kinase knockout Dcpc-3, and constitutively active kinase mutant cpc-3c cells. Select mRNAs harbor a P-body localization motif identified by MEME and MEME Suite's GOMo function. P-body localization of the target mRNAs provides an attractive mechanism for explaining translational rhythms from otherwise arrhythmic mRNAs. Overall design: Ribosome profiling (ribo-seq) (done in parallel with RNA-seq) of Neurospora crassa WT, clock mutant Dfrq, eIF2a  kinase knockout Dcpc-3, and constitutively active kinase mutant cpc-3c mycelia, grown over a circadian time course. Each time point has a duplicate."
PRJNA752135,Sulforaphane Reduces Obesity by Reversing Leptin Resistance,"Introduction: The ascending prevalence of obesity in recent decades is commonly associated with soaring rates of morbidity and mortality resulting in increased health care costs and decreased quality of life. A systemic state of stress characterized by low grade inflammation and pathologic formation of reactive oxygen species (ROS) usually manifest in obesity. The transcription factor nuclear factor (erythroid-derived 2)-like 2 (NRF2) is the master regulator of the redox homeostasis and plays a critical role in the resolution of inflammation. Our results indicate that the natural isothiocyanate and potent NRF2 activator sulforaphane reverses the diet-induced obesity in rodents and implicate involvement of leptin receptor singling in this effect. Purpose: Here, we investigate molecular pathways underlying the effects of sulforaphane in reversing diet-induced obesity and interrogate potential pathways that link NRF2 with leptin receptor signaling by conducting whole transcriptome analysis in 6 metabolically active tissues from the diet-induced obese mice that were treated with SFN. Methods: Male 12-week-old C57/BJ wild type mice were fed with high fat diet for 16-20 weeks. Around 28 weeks of age, mice were treated with daily ip injections of either SFN (5 mg/kg) or vehicle for one week. We probed the whole transcriptome in several metabolic tissues including the hypothalamus, liver, brown adipose tissue (BAT), epididymal white adipose tissue (eWAT), inguinal white adipose tissue (iWAT), and skeletal muscle following peripheral SFN administration. Total RNA samples from each tissue were prepared with Trizol. Whole transcriptome were conducted by using Novogene sequencing platform NovaSeq 6000 PE150. The following bioinformatics analysis have been conducted. 1. Data Quality Control: filtering reads containing adapter or with low quality. 2. Statistics Analysis of Data Production and Quality. 3. Mapping Reads to Reference Genome. 4. Gene Expression Quantification. 5. Correlation analysis (For biological replicates only). 6. Differential Expression Analysis (two or more groups of samples). 7. GO Enrichment Analysis of Differentially Expressed Genes (DEGs) (two or more groups of samples). 8. KEGG Pathway Enrichment Analysis of Differentially Expressed Genes (DEGs) (two or more groups of samples). 9. GSEA Enrichment Analysis of Expressed Genes (two or more groups of samples). 10. Protein Protein Interaction Analysis. 11. Reactome Pathway Enrichment Analysis of Differentially Expressed Genes (DEGs) (two or more groups of samples and only for mouse samples). 12. Oncogene Functional Annotation analysis of Differentially Expressed Genes (DEGs) (two or more groups of samples and only for mouse sample). Results: RNAseq results indicated a significant upregulation of the NRF2 target gene HMOX1 only in the skeletal muscle. We also conducted an enrichment analysis to identify potential transcription factors for the significantly upregulated genes. NRF2 was identified as the most significant transcription factor only for the skeletal muscle gene set, providing further support for the skeletal muscle being a primary target tissue of SFN action. We thus conducted a KEGG and GO pathway analysis, and identified ribosome biogenesis, proteasome pathway, and the RNA transport as the significantly upregulated pathways in the SFN-treated muscle samples. In addition to HMOX1, the RNA seq results indicate upregulation of other genes involved in oxidative stress response capacity in SFN treated mice in the skeletal muscle. GCLM (glutamate-cysteine ligase), the first rate-limiting enzyme of glutathione synthesis, SRXN1 (Sulfiredoxin), an oxidoreductase that reduces cysteine-sulfinate, and GSR (glutathione-disulfide reductase), a central antioxidant enzyme, which reduces oxidized glutathione disulfide (GSSG) to the sulfhydryl form glutathione (GSH), and TXNRD1 (thioredoxin reductase 1) which reduces thioredoxins are all upregulated in the skeletal muscle of the SFN-treated DIO animals. Conclusions: Here, we show that the natural isothiocyanate and potent NRF2 activator sulforaphane reverses diet-induced obesity through an NRF2-dependent mechanism that requires a functional leptin receptor signaling and hyperleptinemia. Transcriptional profiling of six major metabolically relevant tissues highlights that sulforaphane suppresses fatty acid synthesis while promoting ribosome biogenesis, reducing ROS accumulation and resolving inflammation, therefore representing a unique transcriptional program that leads to protection from obesity. Our findings argue for clinical evaluation of sulforaphane for weight loss and obesity-associated metabolic disorders. Overall design: Transcriptome profiles in 6 metabolically active tissues of sulforaphane-treated diet-induced obese 28-week-old wild type (WT) mice."
PRJNA751084,Komagataella phaffii GS115 Transcriptome or Gene expression,""
PRJNA750636,Integrated transcriptomic and translatomic exploration of the effect of betaine on lipid metabolic dysregulation induced by a high-fat diet,"An excessive high-fat/energy diet is a major cause of obesity and associated complications, such as non-alcoholic fatty liver disease (NAFLD). Betaine has been shown to effectively improve hepatic lipid metabolism. However, the mechanistic basis for this improvement is largely unknown. Herein, integration of transcriptomics sequencing (RNA-seq) and ribosome footprints profiling (Ribo-seq) was used to investigate the means by which betaine alleviates hepatic lipid metabolic disorders induced by a high-fat diet. For the transcriptome, gene set enrichment analysis demonstrated betaine to reduce liver steatosis by up-regulation of fatty acid beta oxidation, lipid oxidation, and fatty acid catabolic processes. For the translatome, 574 differentially expressed genes were identified, 17 of which were associated with the NAFLD pathway. By combined analysis of RNA-seq and Ribo-seq, we found that betaine had the greatest effect on NAFLD at the translational level. Further, betaine decreased translational efficiency (TE) for IDI1, CYP5A1, TM7SF2, and APOA4, which are related to lipid biosynthesis. In summary, this study demonstrates betaine to alleviate lipid metabolic dysfunction at the translational level. The powerful multi-omics data integration approach used herein provides for a new understanding of the means by which to treat NAFLD. Overall design: High-throughput sequencing of liver tissue from high-fat and betaine treated high-fat mice."
PRJNA750456,Dynamic O-GlcNAcylation of eIF3a controls translation reinitiation during integrated stress response,"In eukaryotic cells, many mRNAs possess upstream open reading frames (uORFs) in addition to the main coding region. After uORF translation, the ribosome could either recycle at the stop codon or resume scanning for downstream start codons in a process known as reinitiation. Accumulating evidence suggests that some initiation factors, including eIF3, linger on the early elongating ribosome, forming an eIF3-80S complex. Very little is known how the eIF3 is carried along with the 80S during elongation and its implications in subsequent translation reinitiation. Here we report that eIF3a undergoes dynamic O-GlcNAc modification in response to nutrient starvation. Stress-induced de-O-GlcNAcylation promotes eIF3 retention on the elongating ribosome and facilitates reinitiation at downstream start codons. Eliminating the modification site from eIF3a via genome editing induces ATF4 reinitiation under the nutrient rich condition. Our findings illustrate a mechanism in balancing ribosome recycling and reinitiation, thereby linking integrated stress response and translational reprogramming. Overall design: Ribo-seq and eIF3-seq of WT and OTG knockout MEF cells with or without starvation, and with or without ThiametG treatment."
